 iteration        log_Lik      acpt_p      acpt_M     acpt_pi     acpt_mu     acpt_nu  acpt_delta  acpt_sigma
      9325   -1.53972e+04    0.316015    0.380000    0.332800    0.320000    0.240000    0.338540    0.333530
      9350   -1.53729e+04    0.317015    0.320000    0.329340    0.360000    0.320000    0.336200    0.334660
      9375   -1.44358e+04    0.315500    0.220000    0.331920    0.280000    0.320000    0.338260    0.333860
      9400   -1.44492e+04    0.312010    0.380000    0.330580    0.360000    0.280000    0.337720    0.333065
      9425   -1.39299e+04    0.315205    0.320000    0.329560    0.320000    0.400000    0.340320    0.331405
      9450   -1.40173e+04    0.315455    0.330000    0.327740    0.360000    0.360000    0.338160    0.335015
      9475   -1.40861e+04    0.316770    0.430000    0.333060    0.240000    0.280000    0.334780    0.333525
      9500   -1.52397e+04    0.315345    0.400000    0.331120    0.240000    0.160000    0.337500    0.332580
      9525   -1.52255e+04    0.317130    0.360000    0.335100    0.160000    0.280000    0.339380    0.331460
      9550   -1.50163e+04    0.316815    0.390000    0.333100    0.320000    0.240000    0.339740    0.332110
      9575   -1.54190e+04    0.313920    0.300000    0.335700    0.160000    0.200000    0.340800    0.334405
      9600   -1.54977e+04    0.315220    0.370000    0.322980    0.200000    0.160000    0.344120    0.332885
      9625   -1.50856e+04    0.315340    0.220000    0.329980    0.200000    0.400000    0.337800    0.334165
      9650   -1.52897e+04    0.314980    0.310000    0.327640    0.360000    0.480000    0.340820    0.331515
      9675   -1.52459e+04    0.315670    0.360000    0.327520    0.320000    0.280000    0.340420    0.334415
      9700   -1.57873e+04    0.315830    0.300000    0.332500    0.280000    0.280000    0.337020    0.332415
      9725   -1.61108e+04    0.313860    0.450000    0.332800    0.280000    0.320000    0.342160    0.332945
      9750   -1.55347e+04    0.316580    0.370000    0.334440    0.200000    0.240000    0.339080    0.332325
      9775   -1.51609e+04    0.314240    0.330000    0.335600    0.320000    0.320000    0.338020    0.334950
      9800   -1.53495e+04    0.314885    0.340000    0.330480    0.320000    0.400000    0.340280    0.334375
      9825   -1.59346e+04    0.317070    0.300000    0.331720    0.240000    0.280000    0.336820    0.332635
      9850   -1.60168e+04    0.316650    0.310000    0.325740    0.440000    0.320000    0.342000    0.333785
      9875   -1.52907e+04    0.315345    0.290000    0.329840    0.320000    0.400000    0.340000    0.333835
      9900   -1.48653e+04    0.315380    0.310000    0.332000    0.240000    0.360000    0.337500    0.332155
      9925   -1.50846e+04    0.316760    0.240000    0.335140    0.200000    0.480000    0.340620    0.334420
      9950   -1.49092e+04    0.315655    0.340000    0.333660    0.440000    0.240000    0.337420    0.334280
      9975   -1.44989e+04    0.317060    0.360000    0.332580    0.080000    0.360000    0.340180    0.333070
     10000   -1.46111e+04    0.312725    0.290000    0.333980    0.240000    0.440000    0.339840    0.333230
     10025   -1.45673e+04    0.312135    0.350000    0.336360    0.200000    0.320000    0.340260    0.333360
     10050   -1.53547e+04    0.314685    0.360000    0.331120    0.240000    0.400000    0.338340    0.332200
     10075   -1.56201e+04    0.317435    0.410000    0.337540    0.160000    0.400000    0.340360    0.332570
     10100   -1.58033e+04    0.315265    0.290000    0.337900    0.320000    0.280000    0.337960    0.333730
     10125   -1.60445e+04    0.315455    0.340000    0.330340    0.240000    0.320000    0.339900    0.334385
     10150   -1.65002e+04    0.314950    0.360000    0.331620    0.320000    0.400000    0.332900    0.334110
     10175   -1.66205e+04    0.316440    0.290000    0.329720    0.400000    0.200000    0.340500    0.335335
     10200   -1.66344e+04    0.314460    0.350000    0.333080    0.360000    0.440000    0.335900    0.332740
     10225   -1.66606e+04    0.317415    0.290000    0.327840    0.200000    0.440000    0.338940    0.332430
     10250   -1.69338e+04    0.315100    0.340000    0.334200    0.040000    0.320000    0.341100    0.331630
     10275   -1.67181e+04    0.315755    0.260000    0.331800    0.360000    0.280000    0.334700    0.332180
     10300   -1.71134e+04    0.315895    0.410000    0.331800    0.400000    0.320000    0.337360    0.332535
     10325   -1.69028e+04    0.314795    0.330000    0.335340    0.400000    0.400000    0.339680    0.333055
     10350   -1.64489e+04    0.316320    0.350000    0.332960    0.320000    0.520000    0.338940    0.332815
     10375   -1.60313e+04    0.314780    0.380000    0.327440    0.240000    0.440000    0.336100    0.334530
     10400   -1.62606e+04    0.317720    0.350000    0.331200    0.360000    0.240000    0.339300    0.332290
     10425   -1.65043e+04    0.315435    0.390000    0.332500    0.200000    0.280000    0.339860    0.334100
     10450   -1.65857e+04    0.315770    0.400000    0.336260    0.360000    0.320000    0.341300    0.333585
     10475   -1.69336e+04    0.315365    0.290000    0.327880    0.240000    0.120000    0.340400    0.333990
     10500   -1.71943e+04    0.315805    0.320000    0.327740    0.400000    0.400000    0.334480    0.333340
     10525   -1.74116e+04    0.313810    0.340000    0.325580    0.160000    0.320000    0.338200    0.333545
     10550   -1.78792e+04    0.312580    0.390000    0.332640    0.200000    0.400000    0.337640    0.335025
     10575   -1.76256e+04    0.316335    0.320000    0.331780    0.160000    0.200000    0.337620    0.333610
     10600   -1.81878e+04    0.317010    0.360000    0.323420    0.240000    0.280000    0.339080    0.334770
     10625   -1.76756e+04    0.314135    0.320000    0.327340    0.240000    0.040000    0.338600    0.333420
     10650   -1.79229e+04    0.314210    0.370000    0.324600    0.120000    0.240000    0.341080    0.332770
     10675   -1.87104e+04    0.316080    0.290000    0.335240    0.520000    0.400000    0.337900    0.331690
     10700   -1.89267e+04    0.314280    0.380000    0.329260    0.280000    0.280000    0.340740    0.333090
     10725   -1.87232e+04    0.313715    0.340000    0.327720    0.480000    0.240000    0.343040    0.330955
     10750   -1.79888e+04    0.315465    0.300000    0.331340    0.440000    0.400000    0.342180    0.332260
     10775   -1.77561e+04    0.313780    0.340000    0.328880    0.280000    0.200000    0.334360    0.333395
     10800   -1.79804e+04    0.314280    0.290000    0.325660    0.160000    0.400000    0.339920    0.332915
     10825   -1.76361e+04    0.315370    0.310000    0.324720    0.320000    0.400000    0.338500    0.331400
     10850   -1.73744e+04    0.316385    0.330000    0.329260    0.320000    0.200000    0.341240    0.331520
     10875   -1.64503e+04    0.312970    0.300000    0.331180    0.200000    0.560000    0.340520    0.331800
     10900   -1.70857e+04    0.315015    0.330000    0.330480    0.400000    0.480000    0.340020    0.330650
     10925   -1.71875e+04    0.313410    0.290000    0.330300    0.280000    0.280000    0.339560    0.333060
     10950   -1.79012e+04    0.315960    0.300000    0.327800    0.240000    0.320000    0.337780    0.332400
     10975   -1.81269e+04    0.313820    0.370000    0.329540    0.400000    0.280000    0.335220    0.333285
