 iteration        log_Lik      acpt_p      acpt_M     acpt_pi     acpt_mu     acpt_nu  acpt_delta  acpt_sigma
     71875   -7.73299e+04    0.250696    0.213333    0.192833    0.440000    0.480000    0.321053    0.296544
     71900   -7.82731e+04    0.250869    0.133333    0.195813    0.200000    0.240000    0.325287    0.296833
     71925   -7.83856e+04    0.249947    0.186667    0.193313    0.240000    0.320000    0.323493    0.297698
     71950   -7.85072e+04    0.248633    0.200000    0.191733    0.200000    0.440000    0.320967    0.294922
     71975   -7.78425e+04    0.249167    0.160000    0.191207    0.200000    0.480000    0.323720    0.297309
     72000   -7.83639e+04    0.249809    0.240000    0.193593    0.200000    0.400000    0.321780    0.297164
     72025   -7.86080e+04    0.249391    0.120000    0.191667    0.200000    0.160000    0.322213    0.297116
     72050   -7.84158e+04    0.247804    0.093333    0.188320    0.160000    0.320000    0.322280    0.295451
     72075   -7.86427e+04    0.246927    0.146667    0.187907    0.360000    0.320000    0.322260    0.296087
     72100   -7.84990e+04    0.247831    0.160000    0.190360    0.280000    0.160000    0.320100    0.294798
     72125   -7.86263e+04    0.246404    0.146667    0.189660    0.240000    0.320000    0.323487    0.295553
     72150   -7.79275e+04    0.247284    0.226667    0.192120    0.160000    0.360000    0.320313    0.295264
     72175   -7.85381e+04    0.247489    0.133333    0.191047    0.200000    0.280000    0.321047    0.296109
     72200   -7.81877e+04    0.248882    0.186667    0.191707    0.360000    0.360000    0.320907    0.295840
     72225   -7.79073e+04    0.247251    0.213333    0.189980    0.480000    0.360000    0.321900    0.296504
     72250   -7.85239e+04    0.247558    0.226667    0.189567    0.320000    0.400000    0.322627    0.296233
     72275   -7.83898e+04    0.247140    0.106667    0.189287    0.200000    0.240000    0.323293    0.295698
     72300   -7.84209e+04    0.247356    0.160000    0.190153    0.400000    0.240000    0.322947    0.295949
     72325   -7.91625e+04    0.246251    0.200000    0.188507    0.320000    0.240000    0.322900    0.295982
     72350   -7.92594e+04    0.246133    0.226667    0.190080    0.240000    0.240000    0.321900    0.297336
     72375   -7.96155e+04    0.245064    0.213333    0.188553    0.120000    0.360000    0.322107    0.295420
     72400   -7.87766e+04    0.244549    0.120000    0.187740    0.360000    0.480000    0.322967    0.294231
     72425   -7.87053e+04    0.245991    0.133333    0.189433    0.080000    0.360000    0.322060    0.293782
     72450   -7.94022e+04    0.246291    0.213333    0.190280    0.280000    0.560000    0.323420    0.295358
     72475   -7.92675e+04    0.246427    0.146667    0.188033    0.120000    0.400000    0.324580    0.295218
     72500   -7.96037e+04    0.246849    0.226667    0.191640    0.200000    0.400000    0.324227    0.295291
     72525   -8.00177e+04    0.247029    0.173333    0.192060    0.240000    0.360000    0.322833    0.296389
     72550   -8.02612e+04    0.247056    0.186667    0.189993    0.280000    0.400000    0.321233    0.294622
     72575   -7.99460e+04    0.246420    0.173333    0.188940    0.320000    0.480000    0.323367    0.293653
     72600   -8.02617e+04    0.246911    0.200000    0.190387    0.280000    0.520000    0.324613    0.293927
     72625   -7.96571e+04    0.244162    0.173333    0.187520    0.240000    0.360000    0.322853    0.294633
     72650   -7.99529e+04    0.245149    0.200000    0.186787    0.400000    0.400000    0.321213    0.295211
     72675   -8.09085e+04    0.243844    0.213333    0.184220    0.240000    0.480000    0.323467    0.293527
     72700   -7.96658e+04    0.244531    0.186667    0.187533    0.200000    0.440000    0.323373    0.294676
     72725   -7.96618e+04    0.245578    0.173333    0.188140    0.240000    0.240000    0.321707    0.294993
     72750   -7.88020e+04    0.244489    0.226667    0.185960    0.240000    0.200000    0.321713    0.296078
     72775   -8.02322e+04    0.247453    0.106667    0.187793    0.440000    0.160000    0.321587    0.294744
     72800   -8.12359e+04    0.247493    0.226667    0.189380    0.160000    0.360000    0.322713    0.294747
     72825   -7.98799e+04    0.246413    0.133333    0.188547    0.240000    0.440000    0.325020    0.293782
     72850   -8.01082e+04    0.246733    0.266667    0.186187    0.320000    0.360000    0.321200    0.294869
     72875   -7.97982e+04    0.244740    0.200000    0.185187    0.400000    0.400000    0.321780    0.293647
     72900   -7.92898e+04    0.242469    0.146667    0.183700    0.200000    0.360000    0.321980    0.295487
     72925   -7.92096e+04    0.243787    0.306667    0.186487    0.520000    0.400000    0.321893    0.295853
     72950   -7.89163e+04    0.246098    0.120000    0.186200    0.440000    0.280000    0.323213    0.295309
     72975   -7.92011e+04    0.245731    0.133333    0.187960    0.440000    0.240000    0.321900    0.295220
     73000   -7.94537e+04    0.245387    0.186667    0.187700    0.400000    0.360000    0.321327    0.295673
     73025   -7.85277e+04    0.245682    0.200000    0.186373    0.360000    0.200000    0.323727    0.296164
     73050   -7.87723e+04    0.244744    0.173333    0.187320    0.320000    0.240000    0.323253    0.296602
     73075   -7.86712e+04    0.245040    0.106667    0.187787    0.400000    0.200000    0.321607    0.296182
     73100   -7.93688e+04    0.243707    0.293333    0.185147    0.360000    0.280000    0.321847    0.295751
     73125   -7.94936e+04    0.243022    0.240000    0.184733    0.240000    0.200000    0.323387    0.294133
     73150   -7.96046e+04    0.243167    0.146667    0.186380    0.360000    0.280000    0.321493    0.295133
     73175   -7.88726e+04    0.244500    0.133333    0.188553    0.240000    0.320000    0.324027    0.294489
     73200   -7.96085e+04    0.244107    0.160000    0.184640    0.200000    0.200000    0.320847    0.294896
     73225   -7.95369e+04    0.245302    0.240000    0.185873    0.360000    0.360000    0.321640    0.296129
     73250   -7.96289e+04    0.245276    0.160000    0.182880    0.160000    0.040000    0.322720    0.295204
     73275   -8.00578e+04    0.245024    0.253333    0.184607    0.360000    0.360000    0.320440    0.294707
     73300   -8.06608e+04    0.244342    0.133333    0.186547    0.360000    0.320000    0.320760    0.293678
     73325   -8.05713e+04    0.243358    0.226667    0.186327    0.280000    0.280000    0.320627    0.293978
     73350   -8.13480e+04    0.243682    0.173333    0.186113    0.280000    0.400000    0.323493    0.293629
     73375   -8.03251e+04    0.243958    0.120000    0.186827    0.200000    0.400000    0.321807    0.292700
     73400   -8.09276e+04    0.243469    0.226667    0.185653    0.240000    0.400000    0.322553    0.292987
     73425   -8.06758e+04    0.243067    0.186667    0.185147    0.160000    0.280000    0.321520    0.293511
     73450   -8.12400e+04    0.244582    0.200000    0.186760    0.400000    0.320000    0.321740    0.294096
     73475   -8.09346e+04    0.244829    0.266667    0.188140    0.160000    0.240000    0.322027    0.294147
     73500   -8.08846e+04    0.246091    0.200000    0.188413    0.240000    0.320000    0.321787    0.294162
     73525   -8.02496e+04    0.244662    0.173333    0.187060    0.200000    0.280000    0.322447    0.292464
     73550   -8.10170e+04    0.243422    0.146667    0.188427    0.240000    0.440000    0.320047    0.292864
     73575   -8.09405e+04    0.243644    0.160000    0.187847    0.200000    0.360000    0.322860    0.292767
     73600   -8.10972e+04    0.244024    0.160000    0.187427    0.280000    0.360000    0.321173    0.292613
     73625   -8.17640e+04    0.242624    0.240000    0.187093    0.440000    0.440000    0.322400    0.292616
     73650   -8.15355e+04    0.241956    0.186667    0.188053    0.280000    0.200000    0.323780    0.291767
     73675   -8.17458e+04    0.243380    0.146667    0.187400    0.040000    0.320000    0.321187    0.291960
     73700   -8.22704e+04    0.240793    0.253333    0.185213    0.240000    0.360000    0.321953    0.291180
     73725   -8.14153e+04    0.240547    0.200000    0.182747    0.280000    0.360000    0.321367    0.291689
     73750   -8.15733e+04    0.240093    0.173333    0.185540    0.120000    0.400000    0.323500    0.291038
     73775   -8.34108e+04    0.241682    0.173333    0.184460    0.480000    0.280000    0.324187    0.291733
     73800   -8.22029e+04    0.241578    0.226667    0.183687    0.120000    0.160000    0.322673    0.293196
     73825   -8.18492e+04    0.242018    0.160000    0.185193    0.240000    0.280000    0.322987    0.291707
     73850   -8.17262e+04    0.241349    0.186667    0.184173    0.240000    0.440000    0.323100    0.292431
     73875   -8.08620e+04    0.241340    0.133333    0.182400    0.240000    0.240000    0.324087    0.292887
     73900   -8.01879e+04    0.239651    0.146667    0.180873    0.360000    0.320000    0.321967    0.291291
     73925   -8.11410e+04    0.238227    0.173333    0.182453    0.320000    0.360000    0.321087    0.292471
     73950   -8.11129e+04    0.240782    0.120000    0.184007    0.200000    0.240000    0.322700    0.292582
     73975   -8.08184e+04    0.242504    0.186667    0.189147    0.200000    0.200000    0.323327    0.292707
     74000   -8.11468e+04    0.241047    0.146667    0.182560    0.360000    0.360000    0.323360    0.291569
     74025   -8.13198e+04    0.240884    0.200000    0.184573    0.280000    0.080000    0.321827    0.292551
     74050   -8.11862e+04    0.240607    0.280000    0.182193    0.280000    0.360000    0.322860    0.292087
     74075   -8.14657e+04    0.240302    0.133333    0.181780    0.480000    0.320000    0.321713    0.292284
     74100   -8.13522e+04    0.240700    0.120000    0.183180    0.320000    0.400000    0.321580    0.292991
     74125   -8.13508e+04    0.242116    0.146667    0.182060    0.200000    0.240000    0.323073    0.292524
     74150   -8.06736e+04    0.239618    0.213333    0.183300    0.280000    0.280000    0.323313    0.292324
     74175   -8.19587e+04    0.242340    0.240000    0.184680    0.320000    0.360000    0.322440    0.292756
     74200   -8.09772e+04    0.240258    0.146667    0.186087    0.160000    0.440000    0.321387    0.292480
     74225   -8.04943e+04    0.240809    0.146667    0.185373    0.360000    0.240000    0.322527    0.293196
     74250   -8.22861e+04    0.241520    0.133333    0.185567    0.200000    0.440000    0.320400    0.292856
     74275   -8.10722e+04    0.241573    0.186667    0.186247    0.320000    0.320000    0.323207    0.292520
     74300   -8.14220e+04    0.242704    0.226667    0.186013    0.200000    0.160000    0.321740    0.294058
     74325   -8.08370e+04    0.244591    0.146667    0.190407    0.160000    0.200000    0.322907    0.294502
     74350   -8.06131e+04    0.245393    0.186667    0.187653    0.400000    0.240000    0.321640    0.294756
     74375   -8.06090e+04    0.246504    0.266667    0.190893    0.200000    0.360000    0.324287    0.292451
     74400   -7.99088e+04    0.246847    0.226667    0.190487    0.120000    0.280000    0.319933    0.293449
     74425   -7.97933e+04    0.247971    0.186667    0.191507    0.360000    0.480000    0.318487    0.293887
     74450   -8.07889e+04    0.246329    0.120000    0.191987    0.160000    0.200000    0.320693    0.294207
     74475   -8.06862e+04    0.246036    0.213333    0.191367    0.320000    0.200000    0.322427    0.293182
     74500   -8.14436e+04    0.245967    0.146667    0.189280    0.400000    0.520000    0.319960    0.292942
     74525   -8.04931e+04    0.248222    0.266667    0.191947    0.160000    0.520000    0.323680    0.291993
     74550   -8.03470e+04    0.247742    0.106667    0.193900    0.200000    0.400000    0.322513    0.293118
     74575   -8.02320e+04    0.247013    0.200000    0.193560    0.320000    0.200000    0.322413    0.293351
     74600   -8.04709e+04    0.248056    0.146667    0.193340    0.440000    0.200000    0.321900    0.292838
     74625   -8.02602e+04    0.248327    0.120000    0.192500    0.200000    0.240000    0.321560    0.292456
     74650   -8.17195e+04    0.246344    0.173333    0.193653    0.280000    0.320000    0.321220    0.293987
     74675   -8.13847e+04    0.248636    0.160000    0.193413    0.160000    0.480000    0.322873    0.291793
     74700   -8.13586e+04    0.247222    0.200000    0.190767    0.200000    0.240000    0.322987    0.292491
     74725   -8.22216e+04    0.243758    0.200000    0.190793    0.200000    0.280000    0.322487    0.294144
     74750   -8.14114e+04    0.244391    0.160000    0.188433    0.520000    0.400000    0.323613    0.292840
     74775   -8.18671e+04    0.242962    0.213333    0.190033    0.280000    0.360000    0.323033    0.294007
     74800   -8.21415e+04    0.244980    0.146667    0.189353    0.400000    0.320000    0.323127    0.292529
     74825   -8.14365e+04    0.245020    0.146667    0.190200    0.360000    0.360000    0.324080    0.292347
     74850   -8.09820e+04    0.246687    0.120000    0.188513    0.200000    0.440000    0.323420    0.292291
     74875   -8.12744e+04    0.247393    0.066667    0.191667    0.120000    0.320000    0.322273    0.291760
     74900   -8.12108e+04    0.248118    0.200000    0.192987    0.440000    0.240000    0.320707    0.292491
     74925   -8.09798e+04    0.245891    0.120000    0.190507    0.400000    0.520000    0.321560    0.292722
     74950   -8.13848e+04    0.248724    0.186667    0.193587    0.320000    0.160000    0.321193    0.292127
     74975   -8.14133e+04    0.248240    0.173333    0.195040    0.200000    0.320000    0.321707    0.293164
     75000   -8.01669e+04    0.249149    0.146667    0.195640    0.200000    0.280000    0.322707    0.292131
     75025   -8.06848e+04    0.249476    0.173333    0.195007    0.280000    0.360000    0.322327    0.294087
     75050   -8.03156e+04    0.249104    0.106667    0.194000    0.360000    0.440000    0.321080    0.293058
     75075   -8.09388e+04    0.248713    0.133333    0.195580    0.360000    0.320000    0.322380    0.294062
     75100   -7.95448e+04    0.248231    0.173333    0.194473    0.280000    0.280000    0.321680    0.294236
     75125   -8.07729e+04    0.248653    0.213333    0.194693    0.360000    0.360000    0.321967    0.295138
     75150   -7.98956e+04    0.247173    0.133333    0.191740    0.160000    0.440000    0.320773    0.294800
     75175   -8.03813e+04    0.247249    0.133333    0.191280    0.360000    0.240000    0.323133    0.294904
     75200   -8.12245e+04    0.248324    0.240000    0.194187    0.240000    0.560000    0.323260    0.295367
     75225   -8.02415e+04    0.247391    0.146667    0.191953    0.160000    0.200000    0.324320    0.294044
     75250   -8.04197e+04    0.246633    0.306667    0.193080    0.240000    0.440000    0.321667    0.293529
     75275   -8.11310e+04    0.246482    0.133333    0.192787    0.320000    0.240000    0.324013    0.293758
     75300   -8.03852e+04    0.246984    0.173333    0.191720    0.240000    0.400000    0.319887    0.294340
     75325   -8.08649e+04    0.248536    0.213333    0.194193    0.280000    0.440000    0.322400    0.292493
     75350   -8.11367e+04    0.245822    0.253333    0.191347    0.120000    0.320000    0.322733    0.293142
     75375   -8.10477e+04    0.245493    0.093333    0.190687    0.280000    0.240000    0.321787    0.292360
     75400   -8.17240e+04    0.246762    0.120000    0.191653    0.200000    0.360000    0.320593    0.291136
     75425   -8.16752e+04    0.245407    0.133333    0.193287    0.320000    0.400000    0.324507    0.292756
     75450   -8.06509e+04    0.245153    0.106667    0.189580    0.320000    0.600000    0.322693    0.291524
     75475   -8.08298e+04    0.244160    0.133333    0.187493    0.280000    0.280000    0.324480    0.293853
     75500   -8.06032e+04    0.243233    0.173333    0.187700    0.280000    0.360000    0.321033    0.294636
     75525   -8.11599e+04    0.243407    0.213333    0.186100    0.280000    0.600000    0.323440    0.294082
     75550   -8.04219e+04    0.244491    0.200000    0.190433    0.200000    0.400000    0.322947    0.293729
     75575   -7.98555e+04    0.245349    0.173333    0.190020    0.240000    0.200000    0.324067    0.293964
     75600   -8.03217e+04    0.245902    0.200000    0.190333    0.320000    0.280000    0.323580    0.294862
     75625   -8.01585e+04    0.244402    0.226667    0.187993    0.160000    0.360000    0.321740    0.292329
     75650   -7.94442e+04    0.245318    0.120000    0.187500    0.280000    0.240000    0.322613    0.294418
     75675   -7.99662e+04    0.244942    0.133333    0.187047    0.440000    0.320000    0.323507    0.295233
     75700   -8.00047e+04    0.244598    0.160000    0.188553    0.240000    0.400000    0.322300    0.292967
     75725   -8.05980e+04    0.246118    0.120000    0.188747    0.280000    0.320000    0.323553    0.293662
     75750   -8.04277e+04    0.244267    0.120000    0.185387    0.480000    0.120000    0.321527    0.292038
     75775   -8.03458e+04    0.243580    0.186667    0.185833    0.120000    0.480000    0.322347    0.293516
     75800   -8.03974e+04    0.246376    0.240000    0.188153    0.200000    0.480000    0.325147    0.293416
     75825   -8.09307e+04    0.245342    0.186667    0.188547    0.320000    0.280000    0.322287    0.294187
     75850   -8.11623e+04    0.246138    0.093333    0.189687    0.440000    0.320000    0.320680    0.292896
     75875   -8.06838e+04    0.246233    0.160000    0.191093    0.120000    0.600000    0.320893    0.291742
     75900   -8.08031e+04    0.245882    0.253333    0.190713    0.160000    0.360000    0.321787    0.290864
     75925   -8.07099e+04    0.246782    0.173333    0.191967    0.400000    0.280000    0.321487    0.292884
     75950   -8.01514e+04    0.246269    0.106667    0.190660    0.240000    0.400000    0.322387    0.291780
     75975   -8.06410e+04    0.246687    0.186667    0.190773    0.160000    0.200000    0.321647    0.294138
     76000   -8.11160e+04    0.247602    0.160000    0.190767    0.320000    0.280000    0.325453    0.293453
     76025   -8.08609e+04    0.247669    0.160000    0.192733    0.240000    0.480000    0.323167    0.293129
     76050   -8.11567e+04    0.248347    0.146667    0.192653    0.160000    0.240000    0.323127    0.293091
     76075   -8.15447e+04    0.247836    0.106667    0.192860    0.080000    0.400000    0.322040    0.293004
     76100   -8.12095e+04    0.247698    0.133333    0.190640    0.040000    0.440000    0.322980    0.293462
     76125   -8.13927e+04    0.246147    0.146667    0.192453    0.360000    0.320000    0.323447    0.292764
     76150   -8.13429e+04    0.246256    0.146667    0.190873    0.240000    0.320000    0.323707    0.292313
     76175   -8.09534e+04    0.246253    0.173333    0.191507    0.360000    0.480000    0.324067    0.292122
     76200   -8.01778e+04    0.247040    0.133333    0.190560    0.200000    0.440000    0.323073    0.292400
     76225   -7.94632e+04    0.246140    0.200000    0.192087    0.200000    0.520000    0.322340    0.294309
     76250   -8.00712e+04    0.246829    0.146667    0.191647    0.240000    0.400000    0.322653    0.293907
     76275   -8.03439e+04    0.246693    0.146667    0.191773    0.040000    0.200000    0.322433    0.292413
     76300   -8.05507e+04    0.246398    0.160000    0.192760    0.320000    0.280000    0.322687    0.293440
     76325   -8.03587e+04    0.246247    0.240000    0.191287    0.160000    0.520000    0.322280    0.293349
     76350   -8.02678e+04    0.246924    0.133333    0.191673    0.160000    0.360000    0.321413    0.293082
     76375   -7.97390e+04    0.247242    0.200000    0.192860    0.160000    0.240000    0.322760    0.293807
     76400   -8.00423e+04    0.245804    0.240000    0.190733    0.200000    0.480000    0.322133    0.293742
     76425   -8.08295e+04    0.243973    0.106667    0.188773    0.240000    0.320000    0.321393    0.292653
     76450   -8.03917e+04    0.244056    0.133333    0.187367    0.240000    0.320000    0.322673    0.293931
     76475   -8.01023e+04    0.244011    0.160000    0.187640    0.200000    0.200000    0.322953    0.293160
     76500   -8.01131e+04    0.245169    0.120000    0.188600    0.200000    0.280000    0.323040    0.294324
     76525   -8.07413e+04    0.245667    0.240000    0.189127    0.400000    0.400000    0.323527    0.292709
     76550   -8.14665e+04    0.246209    0.173333    0.189773    0.240000    0.320000    0.322947    0.292682
     76575   -8.15641e+04    0.246153    0.106667    0.191460    0.120000    0.280000    0.321827    0.293329
     76600   -8.04106e+04    0.245544    0.186667    0.189847    0.280000    0.400000    0.321327    0.292318
     76625   -8.17792e+04    0.246156    0.160000    0.189640    0.280000    0.400000    0.321867    0.291998
     76650   -8.18807e+04    0.247491    0.186667    0.192553    0.240000    0.360000    0.321553    0.291589
     76675   -8.16223e+04    0.246298    0.120000    0.192453    0.200000    0.240000    0.319300    0.292478
     76700   -8.05656e+04    0.245420    0.146667    0.189613    0.360000    0.480000    0.323373    0.291418
     76725   -8.17741e+04    0.246102    0.253333    0.189627    0.280000    0.360000    0.322153    0.291947
     76750   -8.12522e+04    0.247058    0.080000    0.191800    0.280000    0.400000    0.321113    0.292071
     76775   -8.03406e+04    0.246511    0.186667    0.192647    0.480000    0.360000    0.321140    0.292104
     76800   -8.01148e+04    0.246416    0.173333    0.191347    0.320000    0.360000    0.323613    0.294691
     76825   -8.06256e+04    0.243873    0.173333    0.189373    0.240000    0.440000    0.322673    0.294709
     76850   -7.99852e+04    0.246527    0.173333    0.189733    0.360000    0.520000    0.321800    0.292627
     76875   -8.07337e+04    0.245796    0.146667    0.188467    0.200000    0.400000    0.322860    0.292793
     76900   -8.03223e+04    0.246053    0.173333    0.189040    0.120000    0.360000    0.323300    0.293418
     76925   -8.10864e+04    0.246369    0.053333    0.190273    0.240000    0.480000    0.319820    0.292760
     76950   -8.08418e+04    0.244836    0.186667    0.189547    0.440000    0.360000    0.324013    0.293358
     76975   -8.07980e+04    0.244258    0.146667    0.188860    0.240000    0.280000    0.324247    0.294811
     77000   -8.05121e+04    0.243224    0.186667    0.188487    0.320000    0.160000    0.323207    0.294036
     77025   -8.02739e+04    0.244909    0.146667    0.190120    0.280000    0.280000    0.321640    0.293576
     77050   -8.06201e+04    0.246322    0.160000    0.189373    0.200000    0.320000    0.322093    0.294687
     77075   -7.99570e+04    0.246544    0.200000    0.187573    0.280000    0.400000    0.320320    0.292698
     77100   -8.08800e+04    0.246536    0.200000    0.189800    0.320000    0.320000    0.322713    0.293098
     77125   -8.02656e+04    0.245636    0.186667    0.189480    0.280000    0.280000    0.322760    0.292971
     77150   -8.04128e+04    0.245860    0.160000    0.187153    0.280000    0.520000    0.325213    0.292671
     77175   -8.01223e+04    0.246878    0.146667    0.190047    0.240000    0.440000    0.323307    0.292564
     77200   -8.07811e+04    0.245647    0.160000    0.191400    0.320000    0.160000    0.321880    0.293887
     77225   -8.01587e+04    0.246218    0.160000    0.189500    0.280000    0.400000    0.321780    0.293089
     77250   -8.01059e+04    0.245931    0.146667    0.191140    0.280000    0.440000    0.323433    0.293602
     77275   -8.06264e+04    0.247340    0.200000    0.190513    0.360000    0.400000    0.322233    0.293393
     77300   -7.99417e+04    0.246684    0.173333    0.189140    0.320000    0.400000    0.321007    0.296342
     77325   -7.95668e+04    0.246956    0.146667    0.189780    0.360000    0.400000    0.323060    0.295278
     77350   -7.97443e+04    0.246404    0.173333    0.188633    0.320000    0.520000    0.321547    0.294800
     77375   -8.02215e+04    0.248264    0.160000    0.192127    0.120000    0.160000    0.323260    0.295080
     77400   -7.97200e+04    0.246993    0.173333    0.188680    0.040000    0.280000    0.319640    0.294976
     77425   -7.90949e+04    0.244924    0.173333    0.186400    0.280000    0.200000    0.323020    0.293444
     77450   -7.91099e+04    0.244258    0.160000    0.187787    0.240000    0.240000    0.322893    0.295180
     77475   -7.91546e+04    0.245336    0.186667    0.190573    0.240000    0.280000    0.322967    0.296253
     77500   -7.96052e+04    0.245258    0.133333    0.190780    0.320000    0.280000    0.320753    0.294233
     77525   -7.97825e+04    0.246309    0.173333    0.189340    0.240000    0.480000    0.324080    0.293927
     77550   -7.93138e+04    0.245191    0.160000    0.188360    0.200000    0.240000    0.323053    0.294544
     77575   -7.96717e+04    0.247353    0.213333    0.188867    0.280000    0.280000    0.322867    0.294867
     77600   -7.96384e+04    0.246536    0.266667    0.191747    0.200000    0.240000    0.322100    0.293896
     77625   -8.01905e+04    0.247947    0.226667    0.192207    0.160000    0.240000    0.322320    0.294831
     77650   -7.89758e+04    0.248140    0.213333    0.190353    0.240000    0.280000    0.322327    0.294289
     77675   -7.88487e+04    0.245653    0.186667    0.189580    0.440000    0.400000    0.323233    0.296362
     77700   -7.95663e+04    0.244691    0.253333    0.189300    0.160000    0.400000    0.323587    0.294984
     77725   -7.98453e+04    0.246978    0.186667    0.188760    0.240000    0.360000    0.322007    0.294496
     77750   -8.02277e+04    0.247753    0.106667    0.189620    0.280000    0.360000    0.322453    0.294831
     77775   -7.95829e+04    0.246629    0.226667    0.191427    0.360000    0.280000    0.322987    0.294658
     77800   -8.01675e+04    0.247027    0.160000    0.192920    0.240000    0.400000    0.323073    0.293833
     77825   -8.00881e+04    0.247349    0.120000    0.193107    0.240000    0.280000    0.322587    0.293418
     77850   -7.99182e+04    0.249878    0.186667    0.193267    0.320000    0.160000    0.321987    0.294004
     77875   -7.97735e+04    0.249020    0.146667    0.193887    0.320000    0.320000    0.321227    0.295033
     77900   -7.92769e+04    0.250724    0.213333    0.194333    0.320000    0.280000    0.321593    0.294520
     77925   -7.97606e+04    0.251722    0.173333    0.197487    0.320000    0.280000    0.324693    0.295400
     77950   -7.79052e+04    0.251167    0.186667    0.195393    0.320000    0.400000    0.322633    0.295989
     77975   -7.83302e+04    0.250456    0.253333    0.196000    0.200000    0.400000    0.322000    0.294802
     78000   -7.74259e+04    0.251229    0.253333    0.193193    0.480000    0.400000    0.323487    0.296891
     78025   -7.85849e+04    0.252207    0.200000    0.196167    0.360000    0.400000    0.322967    0.298178
     78050   -7.77195e+04    0.251842    0.200000    0.196607    0.200000    0.360000    0.321747    0.296531
     78075   -7.82509e+04    0.251418    0.106667    0.196380    0.320000    0.360000    0.323613    0.296073
     78100   -7.79700e+04    0.250102    0.213333    0.193647    0.280000    0.160000    0.322933    0.295751
     78125   -7.88681e+04    0.250004    0.106667    0.193880    0.040000    0.360000    0.321067    0.295564
     78150   -7.88987e+04    0.250276    0.173333    0.193220    0.120000    0.280000    0.323000    0.297447
     78175   -7.84299e+04    0.246498    0.133333    0.189960    0.200000    0.320000    0.320127    0.296756
     78200   -7.87002e+04    0.248376    0.173333    0.192927    0.280000    0.160000    0.322013    0.297169
     78225   -7.80391e+04    0.248269    0.120000    0.192733    0.360000    0.320000    0.322153    0.297018
     78250   -7.73693e+04    0.250500    0.226667    0.195060    0.320000    0.280000    0.322047    0.297827
     78275   -7.83871e+04    0.249631    0.120000    0.192287    0.400000    0.320000    0.320673    0.296953
     78300   -7.88415e+04    0.249238    0.146667    0.191953    0.320000    0.280000    0.322947    0.296500
     78325   -7.76740e+04    0.247400    0.173333    0.189967    0.360000    0.400000    0.321833    0.296556
     78350   -7.82487e+04    0.248044    0.173333    0.190487    0.320000    0.240000    0.323487    0.297409
     78375   -7.81067e+04    0.247204    0.173333    0.190753    0.320000    0.240000    0.321233    0.295649
     78400   -7.85051e+04    0.248453    0.240000    0.190433    0.160000    0.520000    0.322853    0.295771
     78425   -7.82771e+04    0.248824    0.186667    0.192867    0.280000    0.480000    0.322227    0.297004
     78450   -7.87180e+04    0.250207    0.213333    0.195380    0.320000    0.320000    0.322993    0.295522
     78475   -7.97444e+04    0.251916    0.120000    0.195547    0.320000    0.360000    0.321887    0.296113
     78500   -7.91006e+04    0.251700    0.293333    0.196860    0.440000    0.320000    0.322053    0.296531
     78525   -7.92542e+04    0.252498    0.186667    0.200000    0.080000    0.400000    0.321780    0.294662
     78550   -7.87026e+04    0.251398    0.226667    0.196600    0.400000    0.280000    0.323833    0.295304
     78575   -7.85247e+04    0.252551    0.213333    0.197900    0.280000    0.440000    0.323487    0.295260
     78600   -7.80858e+04    0.252364    0.173333    0.196780    0.480000    0.240000    0.324147    0.296822
     78625   -7.85296e+04    0.252989    0.186667    0.197780    0.240000    0.360000    0.324033    0.296253
     78650   -7.81068e+04    0.252900    0.173333    0.199067    0.280000    0.240000    0.322833    0.296813
     78675   -7.87006e+04    0.252769    0.280000    0.198647    0.120000    0.360000    0.321267    0.295351
     78700   -7.71076e+04    0.253444    0.213333    0.197713    0.240000    0.280000    0.323027    0.296016
     78725   -7.71969e+04    0.254440    0.173333    0.197900    0.400000    0.400000    0.323560    0.298404
     78750   -7.71178e+04    0.253093    0.133333    0.197887    0.240000    0.240000    0.321667    0.298091
     78775   -7.66338e+04    0.253291    0.120000    0.197933    0.240000    0.240000    0.323727    0.298724
     78800   -7.68420e+04    0.252744    0.213333    0.198153    0.320000    0.200000    0.321107    0.297849
     78825   -7.67328e+04    0.252071    0.186667    0.197867    0.120000    0.320000    0.321667    0.298927
     78850   -7.71556e+04    0.255131    0.266667    0.199373    0.240000    0.280000    0.323560    0.298709
     78875   -7.72063e+04    0.252942    0.226667    0.198673    0.400000    0.280000    0.324573    0.298178
     78900   -7.76086e+04    0.255331    0.226667    0.199547    0.280000    0.240000    0.322760    0.297724
     78925   -7.68354e+04    0.254958    0.160000    0.201700    0.280000    0.280000    0.321533    0.298371
     78950   -7.73283e+04    0.253813    0.160000    0.198680    0.280000    0.320000    0.322900    0.297353
     78975   -7.70148e+04    0.253609    0.146667    0.199387    0.160000    0.360000    0.324140    0.296982
     79000   -7.75834e+04    0.252111    0.133333    0.196367    0.240000    0.400000    0.322727    0.297487
     79025   -7.76752e+04    0.252280    0.200000    0.198727    0.120000    0.320000    0.323893    0.296004
     79050   -7.80731e+04    0.251369    0.093333    0.191980    0.400000    0.240000    0.321567    0.295647
     79075   -7.80904e+04    0.250802    0.213333    0.193760    0.160000    0.320000    0.323787    0.296564
     79100   -7.84100e+04    0.251704    0.226667    0.194027    0.040000    0.280000    0.322700    0.295902
