 iteration      beta_a      beta_b
     74875    0.680323    3.454761
     74900    0.702343    3.539004
     74925    0.668831    3.357734
     74950    0.689968    3.387005
     74975    0.663426    3.331977
     75000    0.679537    3.307276
     75025    0.694295    3.484085
     75050    0.681915    3.308866
     75075    0.705196    3.492894
     75100    0.659875    3.296243
     75125    0.691563    3.510547
     75150    0.672239    3.392191
     75175    0.692123    3.475821
     75200    0.695143    3.401198
     75225    0.698754    3.561909
     75250    0.682556    3.390052
     75275    0.693938    3.411121
     75300    0.684749    3.344556
     75325    0.689647    3.463555
     75350    0.696757    3.410245
     75375    0.676780    3.463761
     75400    0.699034    3.535219
     75425    0.681525    3.360961
     75450    0.673389    3.438951
     75475    0.689316    3.513014
     75500    0.670000    3.424664
     75525    0.680454    3.460913
     75550    0.687411    3.453122
     75575    0.673566    3.402093
     75600    0.692783    3.467572
     75625    0.669583    3.343357
     75650    0.676458    3.436154
     75675    0.685215    3.467594
     75700    0.682200    3.385435
     75725    0.697077    3.439190
     75750    0.682385    3.414981
     75775    0.683696    3.424760
     75800    0.673579    3.391795
     75825    0.683353    3.408575
     75850    0.691311    3.495792
     75875    0.692387    3.429087
     75900    0.678972    3.388768
     75925    0.678321    3.329876
     75950    0.675408    3.429742
     75975    0.691362    3.493444
     76000    0.713508    3.513378
     76025    0.666185    3.372959
     76050    0.676657    3.402138
     76075    0.692151    3.457594
     76100    0.679797    3.411195
     76125    0.679678    3.437177
     76150    0.684837    3.539219
     76175    0.673058    3.392930
     76200    0.675296    3.415851
     76225    0.659991    3.366846
     76250    0.674831    3.419034
     76275    0.695810    3.491282
     76300    0.690710    3.456012
     76325    0.679331    3.351202
     76350    0.662314    3.295758
     76375    0.675938    3.359432
     76400    0.678830    3.322008
     76425    0.684746    3.397928
     76450    0.661789    3.241856
     76475    0.677158    3.404037
     76500    0.671966    3.328355
     76525    0.682132    3.429789
     76550    0.689682    3.339501
     76575    0.697911    3.397767
     76600    0.685611    3.510993
     76625    0.691309    3.508950
     76650    0.681981    3.417135
     76675    0.677669    3.514542
     76700    0.676217    3.407621
     76725    0.693817    3.402439
     76750    0.670794    3.403675
     76775    0.666311    3.242734
     76800    0.683330    3.377715
     76825    0.700218    3.394757
     76850    0.671158    3.309516
     76875    0.685245    3.458317
     76900    0.679196    3.429022
     76925    0.693429    3.340001
     76950    0.695280    3.478092
     76975    0.697955    3.329884
     77000    0.680846    3.526256
     77025    0.680865    3.434140
     77050    0.694118    3.508658
     77075    0.678530    3.306520
     77100    0.696231    3.408502
     77125    0.674550    3.334426
     77150    0.677235    3.313319
     77175    0.669283    3.400973
     77200    0.683888    3.402740
     77225    0.682383    3.353158
     77250    0.684822    3.407321
     77275    0.695810    3.422803
     77300    0.686037    3.298069
     77325    0.680751    3.337783
     77350    0.686460    3.437653
     77375    0.696606    3.497412
     77400    0.686129    3.461643
     77425    0.676988    3.349939
     77450    0.684842    3.363059
     77475    0.680459    3.381325
     77500    0.670528    3.339994
     77525    0.681715    3.314277
     77550    0.672305    3.304626
     77575    0.682143    3.342472
     77600    0.675183    3.438373
     77625    0.700934    3.433555
     77650    0.671139    3.339145
     77675    0.665304    3.279447
     77700    0.676408    3.371725
     77725    0.671555    3.347683
     77750    0.692465    3.488181
     77775    0.677037    3.390330
     77800    0.698457    3.451624
     77825    0.683994    3.374345
     77850    0.689712    3.433998
     77875    0.676644    3.316461
     77900    0.671097    3.329487
     77925    0.701232    3.493511
     77950    0.669607    3.315577
     77975    0.678366    3.394205
     78000    0.682375    3.400444
     78025    0.690780    3.412463
     78050    0.671381    3.287457
     78075    0.686102    3.347840
     78100    0.679109    3.379978
     78125    0.683664    3.445398
     78150    0.694077    3.514131
     78175    0.693230    3.466872
     78200    0.672152    3.306526
     78225    0.708368    3.510063
     78250    0.687141    3.365720
     78275    0.692302    3.405823
     78300    0.683709    3.385381
     78325    0.668390    3.397392
     78350    0.698127    3.403490
     78375    0.687994    3.425116
     78400    0.687703    3.417266
     78425    0.686736    3.379786
     78450    0.697026    3.450197
     78475    0.695502    3.479044
     78500    0.676444    3.375747
     78525    0.683974    3.401465
     78550    0.683792    3.361732
     78575    0.686188    3.325105
     78600    0.661238    3.281674
     78625    0.691712    3.316952
     78650    0.680471    3.464712
     78675    0.698770    3.484664
     78700    0.655187    3.318433
     78725    0.694677    3.398976
     78750    0.692967    3.384019
     78775    0.688160    3.459146
     78800    0.685666    3.366826
     78825    0.686968    3.484683
     78850    0.685740    3.326351
     78875    0.660791    3.290335
     78900    0.697006    3.505979
     78925    0.672309    3.255644
     78950    0.686199    3.479563
     78975    0.672030    3.282861
     79000    0.666059    3.297243
     79025    0.679890    3.360051
     79050    0.684229    3.462495
     79075    0.674965    3.381607
     79100    0.688949    3.428062
     79125    0.691025    3.343960
     79150    0.681464    3.237228
     79175    0.698745    3.488221
     79200    0.684772    3.461632
     79225    0.683598    3.473023
     79250    0.688533    3.464280
     79275    0.691027    3.439391
     79300    0.692953    3.436655
     79325    0.686424    3.387261
     79350    0.715565    3.578391
     79375    0.684205    3.489076
     79400    0.694274    3.423642
     79425    0.674680    3.374479
     79450    0.659737    3.205712
     79475    0.678467    3.409639
     79500    0.672070    3.383083
     79525    0.710402    3.533084
     79550    0.680285    3.413726
     79575    0.677793    3.428387
     79600    0.687920    3.451786
     79625    0.696835    3.476969
     79650    0.688010    3.450761
     79675    0.693781    3.485134
     79700    0.673882    3.402528
     79725    0.661233    3.229250
     79750    0.674534    3.459383
     79775    0.698772    3.512863
     79800    0.682411    3.471636
     79825    0.687562    3.508454
     79850    0.686121    3.331423
     79875    0.674942    3.313377
     79900    0.695002    3.418327
     79925    0.710465    3.510103
     79950    0.682466    3.385006
     79975    0.689000    3.472027
     80000    0.685912    3.495172
     80025    0.695510    3.416113
     80050    0.704729    3.528560
     80075    0.694079    3.367732
     80100    0.689563    3.422462
     80125    0.679223    3.446080
     80150    0.682745    3.436754
     80175    0.702777    3.368990
     80200    0.662455    3.432448
     80225    0.703085    3.541841
     80250    0.687345    3.367014
     80275    0.684263    3.416747
     80300    0.712258    3.511011
     80325    0.687821    3.498835
     80350    0.667827    3.405573
     80375    0.703919    3.468612
     80400    0.685465    3.408755
     80425    0.687955    3.360323
     80450    0.676723    3.386452
     80475    0.674986    3.311397
     80500    0.693290    3.497359
     80525    0.675521    3.305746
     80550    0.701093    3.430617
     80575    0.688241    3.410150
     80600    0.673350    3.251785
     80625    0.689223    3.447919
     80650    0.705054    3.506863
     80675    0.711624    3.560366
     80700    0.691961    3.454275
     80725    0.696449    3.425149
     80750    0.692700    3.477656
     80775    0.698514    3.521803
     80800    0.678554    3.371448
     80825    0.689051    3.480988
     80850    0.687384    3.441832
     80875    0.684751    3.397803
     80900    0.689746    3.396741
     80925    0.690564    3.537075
     80950    0.680722    3.270508
     80975    0.690835    3.373002
     81000    0.686074    3.439885
     81025    0.694720    3.450800
     81050    0.664769    3.247676
     81075    0.691361    3.322060
     81100    0.684445    3.375203
     81125    0.687709    3.414426
     81150    0.653963    3.317672
     81175    0.688403    3.443618
     81200    0.678558    3.298434
     81225    0.673170    3.445917
     81250    0.673574    3.411416
     81275    0.703605    3.511811
     81300    0.675242    3.330793
     81325    0.686185    3.375621
     81350    0.709029    3.475866
     81375    0.699641    3.400744
     81400    0.677176    3.339745
     81425    0.667219    3.352896
     81450    0.693464    3.469030
     81475    0.672781    3.394504
     81500    0.694395    3.483763
     81525    0.689973    3.457900
     81550    0.682760    3.353086
     81575    0.706418    3.586289
     81600    0.676106    3.379567
     81625    0.676411    3.433442
     81650    0.683976    3.373142
     81675    0.683688    3.371189
     81700    0.677197    3.305151
     81725    0.692274    3.369225
     81750    0.701178    3.415295
     81775    0.703620    3.560791
     81800    0.683608    3.478210
     81825    0.670584    3.370080
     81850    0.681467    3.365849
     81875    0.676038    3.293132
     81900    0.681436    3.349855
     81925    0.690509    3.369574
     81950    0.680157    3.383100
     81975    0.689398    3.383708
     82000    0.688954    3.456644
     82025    0.676189    3.416134
     82050    0.681960    3.460659
     82075    0.692090    3.333956
     82100    0.680037    3.334253
     82125    0.689520    3.461246
     82150    0.684549    3.464731
     82175    0.687759    3.484356
     82200    0.697465    3.563515
     82225    0.678317    3.413598
     82250    0.699620    3.428178
     82275    0.669999    3.273287
     82300    0.676459    3.324923
     82325    0.687270    3.403697
     82350    0.673121    3.338561
     82375    0.674643    3.364997
     82400    0.679846    3.361958
     82425    0.677551    3.410144
     82450    0.677178    3.415608
     82475    0.679540    3.376344
     82500    0.679666    3.440109
     82525    0.676508    3.373599
     82550    0.692161    3.441664
     82575    0.689587    3.376494
     82600    0.712373    3.587970
     82625    0.691803    3.467070
     82650    0.690883    3.486616
     82675    0.684736    3.451810
     82700    0.678596    3.398840
     82725    0.672814    3.366869
     82750    0.673106    3.359423
     82775    0.677602    3.316606
     82800    0.684824    3.401831
     82825    0.703246    3.481190
     82850    0.688439    3.374070
     82875    0.689238    3.434755
     82900    0.681847    3.341170
     82925    0.690434    3.488097
     82950    0.707639    3.513044
     82975    0.697123    3.429541
     83000    0.676689    3.482557
     83025    0.691463    3.414801
     83050    0.670014    3.319026
     83075    0.684049    3.446158
     83100    0.673737    3.322961
     83125    0.690943    3.511946
     83150    0.670258    3.341928
     83175    0.692468    3.524776
     83200    0.678856    3.416641
     83225    0.677449    3.472988
     83250    0.692881    3.495855
     83275    0.698504    3.556692
     83300    0.708914    3.563269
     83325    0.685516    3.407129
     83350    0.677354    3.363061
     83375    0.684146    3.432039
     83400    0.710208    3.610405
     83425    0.678166    3.322897
     83450    0.680506    3.438921
     83475    0.683087    3.341691
     83500    0.691356    3.415390
     83525    0.681109    3.412000
     83550    0.699307    3.477543
     83575    0.699642    3.509695
     83600    0.686759    3.504906
     83625    0.693848    3.465633
     83650    0.686962    3.507865
     83675    0.693242    3.401612
     83700    0.693081    3.414624
     83725    0.689777    3.338585
     83750    0.674454    3.408809
     83775    0.664459    3.451429
     83800    0.690225    3.459305
     83825    0.675169    3.413827
     83850    0.674508    3.308891
     83875    0.676776    3.386707
     83900    0.706048    3.556156
     83925    0.681080    3.385665
     83950    0.681945    3.319562
     83975    0.672771    3.340222
     84000    0.684226    3.309491
     84025    0.673158    3.406265
     84050    0.697886    3.530248
     84075    0.690989    3.474784
     84100    0.682160    3.398253
     84125    0.685456    3.480953
     84150    0.690948    3.452565
     84175    0.695497    3.459085
     84200    0.679557    3.334894
     84225    0.672603    3.348554
     84250    0.686805    3.421308
     84275    0.682364    3.331791
     84300    0.717516    3.669738
     84325    0.693289    3.427531
     84350    0.673065    3.466859
     84375    0.679669    3.409357
     84400    0.670046    3.380046
     84425    0.675008    3.296839
     84450    0.668446    3.373267
     84475    0.686825    3.391659
     84500    0.690928    3.443986
     84525    0.673864    3.317192
     84550    0.678005    3.365016
     84575    0.691628    3.551614
     84600    0.703233    3.533651
     84625    0.700761    3.529918
     84650    0.699876    3.495941
     84675    0.680481    3.474070
     84700    0.696907    3.481145
     84725    0.688864    3.372261
     84750    0.688921    3.459209
     84775    0.691513    3.434106
     84800    0.677411    3.398961
     84825    0.704440    3.486551
     84850    0.693193    3.476383
     84875    0.688449    3.425430
     84900    0.696034    3.459160
     84925    0.682637    3.380835
     84950    0.695161    3.491612
     84975    0.695232    3.497836
     85000    0.690409    3.442660
     85025    0.670118    3.391097
     85050    0.657739    3.294491
     85075    0.704642    3.440593
     85100    0.687096    3.395389
     85125    0.701185    3.453490
     85150    0.702670    3.556990
     85175    0.672095    3.357084
     85200    0.671052    3.365216
     85225    0.673076    3.298130
     85250    0.688701    3.453678
     85275    0.679039    3.368312
     85300    0.689811    3.436260
     85325    0.696346    3.440719
     85350    0.685028    3.342679
     85375    0.693145    3.512900
     85400    0.697612    3.469943
     85425    0.688814    3.440096
     85450    0.688659    3.378763
     85475    0.685381    3.425275
     85500    0.676838    3.314584
     85525    0.682601    3.474420
     85550    0.679620    3.430872
     85575    0.695259    3.485864
     85600    0.688973    3.446969
     85625    0.678950    3.364173
     85650    0.675322    3.511364
     85675    0.688259    3.489755
     85700    0.699618    3.515144
     85725    0.674607    3.390280
     85750    0.687105    3.399183
     85775    0.708186    3.556113
     85800    0.689589    3.479127
     85825    0.677221    3.397403
     85850    0.673712    3.343530
     85875    0.674449    3.381059
     85900    0.696238    3.491805
     85925    0.673501    3.443445
     85950    0.706820    3.533559
     85975    0.674156    3.287495
     86000    0.684643    3.430037
     86025    0.680937    3.391000
     86050    0.673869    3.386220
     86075    0.686082    3.424284
     86100    0.688087    3.452841
     86125    0.700781    3.380080
     86150    0.687924    3.354850
     86175    0.677625    3.426316
     86200    0.692067    3.415931
     86225    0.684359    3.427358
     86250    0.680269    3.371296
     86275    0.690922    3.442751
     86300    0.692447    3.514627
     86325    0.673905    3.389596
     86350    0.694584    3.462546
     86375    0.683524    3.351319
     86400    0.696800    3.459414
     86425    0.683626    3.342932
     86450    0.690059    3.485693
     86475    0.698097    3.539310
     86500    0.679270    3.480337
     86525    0.676361    3.415104
     86550    0.684238    3.472163
     86575    0.681159    3.330573
     86600    0.681759    3.463096
     86625    0.686893    3.375823
     86650    0.688929    3.485277
     86675    0.679057    3.361206
     86700    0.679849    3.382664
     86725    0.673154    3.366089
     86750    0.684879    3.423644
     86775    0.692811    3.478441
     86800    0.676960    3.376961
     86825    0.688928    3.407003
     86850    0.680617    3.424343
     86875    0.674756    3.329704
     86900    0.715445    3.479470
     86925    0.701941    3.395487
     86950    0.678353    3.421762
     86975    0.695432    3.469458
     87000    0.682955    3.439142
     87025    0.684627    3.399819
     87050    0.680723    3.427955
     87075    0.677838    3.409417
     87100    0.682030    3.442771
     87125    0.675108    3.366880
     87150    0.691277    3.395174
     87175    0.660935    3.333160
     87200    0.672287    3.427942
     87225    0.679030    3.375488
     87250    0.668535    3.351155
     87275    0.670082    3.255392
     87300    0.684670    3.357085
     87325    0.671127    3.386623
     87350    0.677900    3.452252
     87375    0.671104    3.347376
     87400    0.700514    3.541564
     87425    0.681156    3.304524
     87450    0.672276    3.287823
     87475    0.678995    3.466697
     87500    0.684004    3.382629
     87525    0.695965    3.555241
     87550    0.685950    3.388753
     87575    0.695038    3.484784
     87600    0.703824    3.499972
     87625    0.665288    3.380994
     87650    0.704148    3.628803
     87675    0.690197    3.533744
     87700    0.701706    3.532650
     87725    0.687506    3.445745
     87750    0.674686    3.434637
     87775    0.678356    3.320181
     87800    0.680837    3.386607
     87825    0.681340    3.382198
     87850    0.680931    3.307752
     87875    0.675106    3.361505
     87900    0.691953    3.432823
     87925    0.679137    3.423599
     87950    0.682932    3.414696
     87975    0.665978    3.347044
     88000    0.667166    3.313371
     88025    0.667711    3.300868
     88050    0.672615    3.369193
     88075    0.683243    3.343350
     88100    0.678907    3.331403
     88125    0.669022    3.393120
     88150    0.672202    3.282519
     88175    0.684769    3.305864
     88200    0.668321    3.392688
     88225    0.679579    3.513151
     88250    0.690196    3.495335
     88275    0.691105    3.455294
     88300    0.694391    3.471082
     88325    0.686065    3.401189
     88350    0.685195    3.338030
     88375    0.702943    3.465756
     88400    0.693405    3.538322
     88425    0.679296    3.419728
     88450    0.688604    3.361250
     88475    0.670678    3.325380
     88500    0.700758    3.480330
     88525    0.693824    3.469101
     88550    0.704382    3.410804
     88575    0.667534    3.254683
     88600    0.677895    3.357193
     88625    0.674860    3.383790
     88650    0.680971    3.407541
     88675    0.677735    3.393977
     88700    0.680952    3.333991
     88725    0.677653    3.444633
     88750    0.679105    3.316357
     88775    0.660555    3.373737
     88800    0.687822    3.462937
     88825    0.661232    3.283921
     88850    0.694547    3.478023
     88875    0.681891    3.403592
     88900    0.679389    3.391023
     88925    0.685336    3.482540
     88950    0.687281    3.452233
     88975    0.673403    3.384903
     89000    0.683100    3.414959
     89025    0.670549    3.384819
     89050    0.663158    3.248148
     89075    0.680769    3.470528
     89100    0.681994    3.410782
     89125    0.690655    3.441737
     89150    0.672818    3.350159
     89175    0.707543    3.557558
     89200    0.692225    3.478348
     89225    0.668832    3.409412
     89250    0.682037    3.514722
     89275    0.696058    3.519090
     89300    0.671357    3.400671
     89325    0.688491    3.372956
     89350    0.676896    3.320789
     89375    0.679634    3.324533
     89400    0.691341    3.432889
     89425    0.698644    3.467879
     89450    0.687507    3.405873
     89475    0.696038    3.488780
     89500    0.679449    3.395446
     89525    0.688707    3.426632
     89550    0.685672    3.540016
     89575    0.680433    3.311008
     89600    0.696138    3.384151
     89625    0.671538    3.314467
     89650    0.688615    3.423841
     89675    0.689070    3.420867
     89700    0.685497    3.476668
     89725    0.690096    3.503364
     89750    0.700699    3.447313
     89775    0.685554    3.473045
     89800    0.684919    3.390931
     89825    0.679645    3.376455
     89850    0.689930    3.391968
     89875    0.677050    3.415837
     89900    0.689669    3.419035
     89925    0.664454    3.314420
     89950    0.691307    3.455864
     89975    0.664080    3.232254
     90000    0.672403    3.466657
     90025    0.690176    3.497203
     90050    0.690746    3.511289
     90075    0.665574    3.323438
     90100    0.686573    3.368667
     90125    0.693540    3.398789
     90150    0.689217    3.325454
     90175    0.688438    3.510497
     90200    0.676237    3.396297
     90225    0.699855    3.552973
     90250    0.684760    3.503410
     90275    0.685742    3.303376
     90300    0.682325    3.486284
     90325    0.681011    3.427707
     90350    0.694781    3.439343
     90375    0.679801    3.328564
     90400    0.674946    3.324128
     90425    0.678030    3.399569
     90450    0.661529    3.333421
     90475    0.665465    3.296415
     90500    0.660593    3.222921
     90525    0.692469    3.360613
     90550    0.695448    3.387664
     90575    0.678313    3.373323
     90600    0.659891    3.327177
     90625    0.682628    3.520508
     90650    0.680248    3.399358
     90675    0.683381    3.383185
     90700    0.687101    3.410267
     90725    0.683913    3.453089
     90750    0.687152    3.404814
     90775    0.672785    3.374905
     90800    0.693066    3.440309
     90825    0.689211    3.429573
     90850    0.690536    3.428825
     90875    0.688785    3.457279
     90900    0.690133    3.409833
     90925    0.675583    3.442726
     90950    0.703001    3.492603
     90975    0.703959    3.470048
     91000    0.696695    3.416563
     91025    0.696351    3.543301
     91050    0.692039    3.380645
     91075    0.679955    3.324684
     91100    0.667065    3.401302
     91125    0.695349    3.533780
     91150    0.692127    3.477309
     91175    0.678401    3.385674
     91200    0.659030    3.367917
     91225    0.681186    3.388082
     91250    0.705114    3.501657
     91275    0.701787    3.401064
     91300    0.702788    3.463636
     91325    0.690615    3.412177
     91350    0.688861    3.543186
     91375    0.682093    3.419603
     91400    0.696918    3.487004
     91425    0.681445    3.323582
     91450    0.682151    3.385242
     91475    0.667001    3.325996
     91500    0.683635    3.436043
     91525    0.676576    3.301991
     91550    0.696730    3.479908
     91575    0.691045    3.410057
     91600    0.688394    3.473313
     91625    0.700489    3.529554
     91650    0.688936    3.509270
     91675    0.676573    3.343516
     91700    0.694320    3.431218
     91725    0.686620    3.334383
     91750    0.697551    3.560049
     91775    0.668509    3.441300
     91800    0.683631    3.388514
     91825    0.698901    3.399206
     91850    0.676762    3.441811
     91875    0.671074    3.316971
     91900    0.711465    3.553878
     91925    0.686170    3.492711
     91950    0.683899    3.318654
     91975    0.680902    3.360770
     92000    0.669017    3.465129
     92025    0.688243    3.429481
     92050    0.687172    3.479912
     92075    0.685663    3.411266
     92100    0.690036    3.488922
     92125    0.688108    3.425631
     92150    0.668859    3.373068
     92175    0.690049    3.367541
     92200    0.677014    3.241213
     92225    0.674455    3.354460
     92250    0.696141    3.425751
     92275    0.671311    3.386976
     92300    0.679813    3.398697
     92325    0.676320    3.423291
     92350    0.684008    3.407435
     92375    0.682508    3.460249
     92400    0.672692    3.460623
     92425    0.688303    3.486064
     92450    0.682431    3.358894
     92475    0.673311    3.313387
     92500    0.693884    3.454277
     92525    0.686055    3.384154
     92550    0.677463    3.383201
     92575    0.689964    3.463299
     92600    0.691438    3.419932
     92625    0.681686    3.400280
     92650    0.687703    3.325050
     92675    0.678530    3.445826
     92700    0.693951    3.476433
     92725    0.669256    3.373436
     92750    0.695498    3.520172
     92775    0.678007    3.286352
     92800    0.694015    3.468700
     92825    0.675933    3.430110
     92850    0.668952    3.380154
     92875    0.672882    3.336460
     92900    0.669792    3.418258
     92925    0.683886    3.446136
     92950    0.718504    3.599345
     92975    0.669838    3.308212
     93000    0.676966    3.325973
     93025    0.714920    3.591562
     93050    0.698270    3.492786
     93075    0.687892    3.376788
     93100    0.692953    3.387105
     93125    0.694850    3.449082
     93150    0.674992    3.450777
     93175    0.683639    3.415668
     93200    0.684205    3.357199
     93225    0.705382    3.508847
     93250    0.691390    3.501781
     93275    0.691302    3.406413
     93300    0.674867    3.427366
     93325    0.683901    3.329074
     93350    0.673127    3.334751
     93375    0.702241    3.454212
     93400    0.675720    3.321429
     93425    0.698653    3.457404
     93450    0.680522    3.345639
     93475    0.668225    3.288575
     93500    0.684661    3.360250
     93525    0.689071    3.476877
     93550    0.692061    3.381735
     93575    0.689266    3.394860
     93600    0.676896    3.396919
     93625    0.684730    3.355700
     93650    0.691935    3.378080
     93675    0.678195    3.389273
     93700    0.659013    3.265364
     93725    0.707366    3.455230
     93750    0.692831    3.531301
     93775    0.684263    3.294772
     93800    0.681600    3.362600
     93825    0.698455    3.394679
     93850    0.686199    3.360887
     93875    0.675978    3.456975
     93900    0.673307    3.284920
     93925    0.677446    3.434540
     93950    0.668773    3.303106
     93975    0.676087    3.331027
     94000    0.679015    3.302034
     94025    0.693224    3.431901
     94050    0.678740    3.454225
     94075    0.674572    3.367243
     94100    0.687796    3.399599
     94125    0.694718    3.402749
     94150    0.692703    3.434760
     94175    0.683430    3.313835
     94200    0.696998    3.442980
     94225    0.695308    3.451795
     94250    0.679034    3.324162
     94275    0.677173    3.432748
     94300    0.688918    3.454587
     94325    0.687142    3.467392
     94350    0.686391    3.484675
     94375    0.684040    3.529434
     94400    0.682890    3.524054
     94425    0.688397    3.394555
     94450    0.669272    3.334014
     94475    0.696288    3.457629
     94500    0.681005    3.362163
     94525    0.684703    3.356725
     94550    0.676110    3.296922
     94575    0.688870    3.502467
     94600    0.689765    3.435360
     94625    0.690584    3.449171
     94650    0.685639    3.430422
     94675    0.683109    3.303001
     94700    0.687170    3.404745
     94725    0.684476    3.357577
     94750    0.684970    3.371993
     94775    0.675989    3.377241
     94800    0.686393    3.432347
     94825    0.676313    3.314306
     94850    0.680437    3.346263
     94875    0.679168    3.326348
     94900    0.673326    3.450890
     94925    0.682925    3.397910
     94950    0.679463    3.419346
     94975    0.677928    3.510663
     95000    0.677784    3.358126
     95025    0.696424    3.459928
     95050    0.697996    3.437014
     95075    0.680621    3.380157
     95100    0.681517    3.410012
     95125    0.690106    3.481749
     95150    0.682048    3.386785
     95175    0.703360    3.372284
     95200    0.679256    3.315233
     95225    0.676317    3.471664
     95250    0.695215    3.461114
     95275    0.685023    3.403242
     95300    0.701604    3.383064
     95325    0.696734    3.339947
     95350    0.695636    3.412931
     95375    0.680794    3.310451
     95400    0.676128    3.302483
     95425    0.672487    3.408563
     95450    0.682028    3.394031
     95475    0.678366    3.371485
     95500    0.690386    3.441965
     95525    0.699906    3.535125
     95550    0.666301    3.396113
     95575    0.699913    3.426426
     95600    0.681098    3.324999
     95625    0.678553    3.363011
     95650    0.675356    3.317732
     95675    0.688658    3.460549
     95700    0.683609    3.383492
     95725    0.684811    3.401910
     95750    0.685422    3.405418
     95775    0.691539    3.532014
     95800    0.682947    3.422342
     95825    0.668389    3.426186
     95850    0.667981    3.331039
     95875    0.699105    3.393230
     95900    0.708566    3.514649
     95925    0.691043    3.415301
     95950    0.703165    3.523557
     95975    0.684796    3.473700
     96000    0.682371    3.377085
     96025    0.685761    3.473795
     96050    0.664446    3.399139
     96075    0.699251    3.496040
     96100    0.684815    3.437722
     96125    0.681647    3.406528
     96150    0.678592    3.268062
     96175    0.689738    3.409616
     96200    0.690362    3.353244
     96225    0.681895    3.338074
     96250    0.698287    3.433917
     96275    0.659938    3.324219
     96300    0.697273    3.437210
     96325    0.693744    3.433734
     96350    0.689100    3.558511
     96375    0.691342    3.371410
     96400    0.689227    3.443298
     96425    0.682157    3.436472
     96450    0.664000    3.304526
     96475    0.694836    3.442689
     96500    0.663426    3.214558
     96525    0.681342    3.471632
     96550    0.691386    3.446100
     96575    0.687447    3.373378
     96600    0.691507    3.514591
     96625    0.672314    3.325751
     96650    0.695706    3.530352
     96675    0.686225    3.395255
     96700    0.699027    3.463702
     96725    0.692960    3.567211
     96750    0.680256    3.468410
     96775    0.686658    3.459930
     96800    0.676332    3.493382
     96825    0.699952    3.573395
     96850    0.692747    3.516837
     96875    0.682515    3.449996
     96900    0.687031    3.414782
     96925    0.690373    3.389662
     96950    0.675355    3.401827
     96975    0.681669    3.365123
     97000    0.683212    3.413028
     97025    0.688718    3.451291
     97050    0.704319    3.466677
     97075    0.681051    3.408308
     97100    0.712924    3.462593
     97125    0.681942    3.432245
     97150    0.694957    3.413156
     97175    0.689654    3.407565
     97200    0.690140    3.322288
     97225    0.674238    3.366252
     97250    0.683102    3.404297
     97275    0.696853    3.467329
     97300    0.694518    3.358660
     97325    0.694280    3.559791
     97350    0.689053    3.349352
     97375    0.706828    3.552938
     97400    0.676056    3.407834
     97425    0.670473    3.418180
     97450    0.683901    3.426169
     97475    0.693203    3.492242
     97500    0.684827    3.427200
     97525    0.671405    3.214011
     97550    0.690548    3.390420
     97575    0.690060    3.437171
     97600    0.671720    3.403902
     97625    0.674317    3.289186
     97650    0.683152    3.344456
     97675    0.659923    3.268231
     97700    0.694485    3.433622
     97725    0.673418    3.332979
     97750    0.689093    3.442909
     97775    0.690075    3.496687
     97800    0.701715    3.460140
     97825    0.682529    3.423175
     97850    0.697525    3.435335
     97875    0.671200    3.354453
     97900    0.687534    3.368216
     97925    0.680541    3.372863
     97950    0.657497    3.298733
     97975    0.685627    3.394643
     98000    0.668584    3.259928
     98025    0.677663    3.366210
     98050    0.713733    3.505514
     98075    0.691667    3.466438
     98100    0.691309    3.479237
     98125    0.669212    3.257694
     98150    0.678134    3.371310
     98175    0.668771    3.436084
     98200    0.694459    3.417368
     98225    0.680409    3.391501
     98250    0.692997    3.383045
     98275    0.684059    3.405714
     98300    0.689312    3.359001
     98325    0.687665    3.304498
     98350    0.682232    3.315726
     98375    0.692964    3.517473
     98400    0.699638    3.343821
     98425    0.685974    3.467562
     98450    0.701312    3.487666
     98475    0.696442    3.489798
     98500    0.685903    3.431385
     98525    0.674744    3.466241
     98550    0.693415    3.473681
     98575    0.682860    3.391129
     98600    0.699592    3.510258
     98625    0.679649    3.383880
     98650    0.682589    3.369402
     98675    0.684735    3.384479
     98700    0.698803    3.502284
     98725    0.706156    3.519657
     98750    0.704895    3.520116
     98775    0.680525    3.371473
     98800    0.679599    3.279948
     98825    0.687730    3.396667
     98850    0.676714    3.350984
     98875    0.678614    3.390473
     98900    0.662515    3.262579
     98925    0.687682    3.432091
     98950    0.667867    3.329451
     98975    0.686818    3.389476
     99000    0.693013    3.460594
     99025    0.677122    3.406046
     99050    0.673698    3.372717
     99075    0.682133    3.361101
     99100    0.684263    3.415994
     99125    0.688621    3.441977
     99150    0.692437    3.405292
     99175    0.658349    3.366857
     99200    0.684914    3.436865
     99225    0.666227    3.299899
     99250    0.683230    3.397528
     99275    0.682913    3.320385
     99300    0.684315    3.427743
     99325    0.682187    3.409801
     99350    0.688204    3.443857
     99375    0.688391    3.422136
     99400    0.681554    3.412150
     99425    0.673215    3.355093
     99450    0.687675    3.321331
     99475    0.673638    3.299358
     99500    0.687946    3.414711
     99525    0.663758    3.232402
     99550    0.685753    3.381886
     99575    0.697313    3.483421
     99600    0.691809    3.390732
     99625    0.676278    3.337739
     99650    0.681824    3.403296
     99675    0.703181    3.443849
     99700    0.726308    3.496913
     99725    0.707886    3.491893
     99750    0.675106    3.282334
     99775    0.673769    3.379457
     99800    0.666786    3.260542
