 iteration      lambda
     88750   31.798588
     88775   31.265587
     88800   31.213360
     88825   32.632625
     88850   31.845201
     88875   31.286097
     88900   31.578099
     88925   31.187167
     88950   31.595536
     88975   31.603382
     89000   32.029542
     89025   32.014294
     89050   31.931857
     89075   31.954924
     89100   32.622257
     89125   32.401447
     89150   32.655340
     89175   32.535399
     89200   32.884206
     89225   32.258279
     89250   32.557398
     89275   32.176099
     89300   32.224997
     89325   32.182038
     89350   32.676201
     89375   32.523402
     89400   32.746618
     89425   32.443771
     89450   33.369681
     89475   32.838679
     89500   33.017523
     89525   33.104810
     89550   33.321485
     89575   33.526181
     89600   33.336079
     89625   33.322039
     89650   33.760561
     89675   33.693621
     89700   33.162255
     89725   33.392627
     89750   33.407954
     89775   33.693628
     89800   33.209342
     89825   33.009008
     89850   33.153356
     89875   33.139142
     89900   32.703731
     89925   33.239769
     89950   33.110474
     89975   33.786151
     90000   33.776444
     90025   33.214528
     90050   33.709404
     90075   33.574208
     90100   32.988445
     90125   33.002578
     90150   32.956204
     90175   33.127538
     90200   32.703064
     90225   32.540610
     90250   32.576267
     90275   32.299921
     90300   32.333886
     90325   32.390352
     90350   33.186679
     90375   32.608575
     90400   33.002232
     90425   33.032494
     90450   32.923282
     90475   33.462649
     90500   33.273042
     90525   33.056995
     90550   32.523462
     90575   33.065240
     90600   33.031072
     90625   32.139282
     90650   32.650628
     90675   32.627596
     90700   32.962037
     90725   33.178376
     90750   32.463650
     90775   32.154313
     90800   32.059250
     90825   31.807409
     90850   31.769970
     90875   31.749417
     90900   31.820712
     90925   31.913418
     90950   32.725090
     90975   32.788045
     91000   32.196431
     91025   31.918201
     91050   32.510476
     91075   31.989318
     91100   32.023394
     91125   32.352246
     91150   32.408743
     91175   32.303664
     91200   32.672308
     91225   32.371798
     91250   32.092397
     91275   31.955528
     91300   32.118228
     91325   32.049167
     91350   32.386827
     91375   32.519129
     91400   32.539011
     91425   32.129011
     91450   32.036464
     91475   32.079990
     91500   32.009362
     91525   32.303031
     91550   32.102924
     91575   32.559626
     91600   32.546876
     91625   31.910554
     91650   32.593789
     91675   32.475840
     91700   31.851465
     91725   32.351128
     91750   32.642881
     91775   32.582504
     91800   32.725343
     91825   32.200826
     91850   32.119250
     91875   32.201197
     91900   32.033901
     91925   32.560181
     91950   32.683864
     91975   32.640696
     92000   32.494869
     92025   32.893344
     92050   32.666661
     92075   33.055369
     92100   32.709082
     92125   32.622879
     92150   32.798153
     92175   33.059121
     92200   32.912301
     92225   32.471839
     92250   32.631879
     92275   33.037942
     92300   32.951716
     92325   32.673416
     92350   33.167597
     92375   32.853377
     92400   32.424253
     92425   32.397938
     92450   32.660575
     92475   31.528345
     92500   31.918210
     92525   31.513974
     92550   31.938268
     92575   31.538502
     92600   31.247526
     92625   31.776044
     92650   31.780831
     92675   32.033166
     92700   31.803475
     92725   31.834632
     92750   31.880539
     92775   32.151858
     92800   31.759659
     92825   31.304558
     92850   31.923935
     92875   31.859137
     92900   31.972045
     92925   31.718877
     92950   31.525068
     92975   32.129756
     93000   31.473609
     93025   31.882524
     93050   31.896857
     93075   31.831829
     93100   31.999532
     93125   31.867000
     93150   32.696457
     93175   31.826881
     93200   31.772754
     93225   31.536719
     93250   31.767936
     93275   31.489507
     93300   31.878507
     93325   32.114735
     93350   31.890051
     93375   31.843001
     93400   31.995112
     93425   32.104654
     93450   32.342785
     93475   32.649247
     93500   31.990691
     93525   31.824909
     93550   30.930422
     93575   31.873909
     93600   31.282026
     93625   31.441702
     93650   31.665248
     93675   31.543726
     93700   31.581453
     93725   30.765149
     93750   30.960026
     93775   30.914718
     93800   31.286540
     93825   31.736929
     93850   31.524788
     93875   31.960155
     93900   31.814474
     93925   31.402531
     93950   31.370228
     93975   31.110866
     94000   30.993059
     94025   31.281696
     94050   31.395643
     94075   31.093630
     94100   31.180253
     94125   30.881671
     94150   30.808211
     94175   30.774941
     94200   30.966980
     94225   30.677719
     94250   30.533870
     94275   31.305189
     94300   31.172521
     94325   30.906175
     94350   30.631795
     94375   30.859787
     94400   31.181223
     94425   31.886994
     94450   31.406097
     94475   31.367088
     94500   31.079403
     94525   32.157169
     94550   31.608488
     94575   31.124748
     94600   31.314431
     94625   30.931404
     94650   31.173093
     94675   30.997368
     94700   30.958720
     94725   30.684680
     94750   30.769906
     94775   31.090448
     94800   30.695051
     94825   30.699941
     94850   30.856605
     94875   30.840657
     94900   30.628214
     94925   30.552806
     94950   30.845572
     94975   30.623546
     95000   30.758728
     95025   31.023063
     95050   31.006009
     95075   31.225101
     95100   30.827294
     95125   30.362934
     95150   29.952447
     95175   30.560349
     95200   30.629021
     95225   30.876281
     95250   30.874759
     95275   31.172248
     95300   30.638168
     95325   30.913690
     95350   31.133937
     95375   31.405887
     95400   31.027341
     95425   31.605357
     95450   31.314135
     95475   30.654742
     95500   31.035830
     95525   30.595364
     95550   30.541993
     95575   30.424641
     95600   30.945063
     95625   30.007986
     95650   30.261600
     95675   30.194128
     95700   30.436310
     95725   30.558422
     95750   30.499808
     95775   29.943623
     95800   29.894646
     95825   30.070951
     95850   30.356380
     95875   30.438690
     95900   30.437368
     95925   30.428485
     95950   30.295553
     95975   30.247245
     96000   30.433912
     96025   30.177905
     96050   30.110096
     96075   29.453219
     96100   29.861000
     96125   30.027062
     96150   29.996435
     96175   30.111501
     96200   30.261990
     96225   30.457756
     96250   30.422416
     96275   30.690865
     96300   31.160379
     96325   31.153617
     96350   31.096528
     96375   30.632746
     96400   30.533494
     96425   30.289715
     96450   30.948736
     96475   30.358148
     96500   30.200745
     96525   30.065600
     96550   30.173043
     96575   30.061707
     96600   29.844346
     96625   29.785937
     96650   29.801798
     96675   29.835612
     96700   29.804402
     96725   30.034422
     96750   29.373262
     96775   29.564042
     96800   29.192679
     96825   29.544186
     96850   30.252050
     96875   30.252946
     96900   29.993376
     96925   30.186080
     96950   30.167001
     96975   30.185031
     97000   29.432044
     97025   30.173919
     97050   30.155553
     97075   29.778868
     97100   29.403311
     97125   29.796854
     97150   29.333796
     97175   30.077705
     97200   29.875019
     97225   29.611597
     97250   30.065159
     97275   30.234623
     97300   30.384052
     97325   30.036355
     97350   30.411101
     97375   30.595486
     97400   30.738000
     97425   30.706440
     97450   30.239227
     97475   30.534322
     97500   30.890835
     97525   30.147720
     97550   29.975256
     97575   30.255692
     97600   30.156101
     97625   30.262324
     97650   30.209954
     97675   30.247195
     97700   30.565038
     97725   30.269703
     97750   29.992775
     97775   29.662130
     97800   30.169221
     97825   30.045648
     97850   29.975275
     97875   29.929585
     97900   30.929901
     97925   30.604093
     97950   30.486020
     97975   30.551497
     98000   29.944027
     98025   30.603822
     98050   30.761549
     98075   31.108490
     98100   30.952613
     98125   30.999045
     98150   31.111227
     98175   30.615642
     98200   30.582252
     98225   30.129517
     98250   30.678452
     98275   31.239597
     98300   31.252521
     98325   31.305151
     98350   31.332198
     98375   31.602237
     98400   31.722005
     98425   31.508819
     98450   31.947495
     98475   32.094654
     98500   31.690339
     98525   31.957092
     98550   31.914440
     98575   31.622207
     98600   31.187662
     98625   30.833560
     98650   30.432612
     98675   30.776981
     98700   30.382826
     98725   30.509372
     98750   30.745725
     98775   30.700752
     98800   31.123918
     98825   31.064304
     98850   31.298680
     98875   31.144081
     98900   31.552170
     98925   31.557699
     98950   31.257494
     98975   31.564492
     99000   30.997658
     99025   31.816260
     99050   31.724122
     99075   31.596989
     99100   31.678679
     99125   32.121231
     99150   32.013180
     99175   31.719074
     99200   31.614272
     99225   31.590931
     99250   31.131800
     99275   31.079625
     99300   31.208994
     99325   31.229254
     99350   30.583278
     99375   31.176759
     99400   31.031368
     99425   30.412780
     99450   30.884881
     99475   31.208677
     99500   31.214396
     99525   30.489962
     99550   30.579228
     99575   30.385224
     99600   30.553274
     99625   30.660040
     99650   31.213626
     99675   30.582051
     99700   31.045354
     99725   30.432730
     99750   30.998128
     99775   30.768982
     99800   31.033487
     99825   31.131223
     99850   31.183876
     99875   31.331633
     99900   30.798052
     99925   30.847042
     99950   31.232379
     99975   31.033992
    100000   31.156322
    100025   31.435090
    100050   30.881340
    100075   31.508646
    100100   31.975885
    100125   31.787981
    100150   31.278647
    100175   31.148424
    100200   31.289703
    100225   31.764888
    100250   31.556842
    100275   31.156939
    100300   31.577621
    100325   31.572420
    100350   31.112091
    100375   31.449045
    100400   31.074339
    100425   31.389352
    100450   31.713499
    100475   31.355338
    100500   31.241771
    100525   31.428797
    100550   32.093231
    100575   31.345638
    100600   30.915577
    100625   30.949970
    100650   30.965964
    100675   31.888032
    100700   31.806606
    100725   32.223172
    100750   31.927109
    100775   31.885677
    100800   32.215415
    100825   32.053909
    100850   32.281812
    100875   31.924547
    100900   31.864227
    100925   31.277058
    100950   31.471514
    100975   32.265199
    101000   31.815288
    101025   31.743015
    101050   32.079145
    101075   31.904414
    101100   31.834326
    101125   32.337651
    101150   31.977776
    101175   32.464280
    101200   32.041498
    101225   32.327464
    101250   32.555032
    101275   32.952424
    101300   32.390493
    101325   32.160040
    101350   32.807932
    101375   32.566172
    101400   33.026091
    101425   33.095292
    101450   33.140770
    101475   33.450462
    101500   33.374967
    101525   33.065281
    101550   32.983660
    101575   33.052624
    101600   32.942589
    101625   32.125670
    101650   32.907357
    101675   32.499488
    101700   32.756810
    101725   32.190946
    101750   32.968265
    101775   32.774140
    101800   32.372931
    101825   32.267222
    101850   32.373227
    101875   32.358466
    101900   32.836937
    101925   32.688391
    101950   32.555493
    101975   33.245400
    102000   33.095888
    102025   33.761827
    102050   33.521342
    102075   33.682379
    102100   33.301949
    102125   33.394375
    102150   33.133145
    102175   32.818653
    102200   32.980460
    102225   32.893920
    102250   33.073310
    102275   32.488758
    102300   32.547301
    102325   32.798269
    102350   32.701401
    102375   32.226703
    102400   32.904929
    102425   32.419787
    102450   32.382846
    102475   32.646487
    102500   32.556420
    102525   32.665645
    102550   32.280198
    102575   31.971363
    102600   32.420497
    102625   32.679021
    102650   33.399759
    102675   32.905748
    102700   32.922395
    102725   32.521326
    102750   32.576976
    102775   32.926105
    102800   32.538955
    102825   32.820492
    102850   32.560392
    102875   32.443852
    102900   32.495982
    102925   32.790374
    102950   32.404159
    102975   32.305598
    103000   32.110793
    103025   32.200394
    103050   32.135960
    103075   32.424760
    103100   31.822264
    103125   32.031946
    103150   31.883831
    103175   31.218417
    103200   32.041280
    103225   32.328925
    103250   31.921646
    103275   31.449849
    103300   31.692658
    103325   31.458856
    103350   31.140544
    103375   31.527054
    103400   31.374867
    103425   30.785046
    103450   30.998532
    103475   31.015063
    103500   30.777260
    103525   30.531052
    103550   30.691625
    103575   30.911849
    103600   30.709786
    103625   30.964383
    103650   31.155690
    103675   31.213163
    103700   31.120167
    103725   31.098253
    103750   30.928564
    103775   31.000606
    103800   31.260527
    103825   30.917079
    103850   31.796012
    103875   31.083214
    103900   31.423987
    103925   30.941055
    103950   31.690746
    103975   31.391528
    104000   31.326424
    104025   32.053802
    104050   31.791118
    104075   31.512285
    104100   31.370251
    104125   31.416723
    104150   31.239099
    104175   31.309194
    104200   31.594747
    104225   32.000383
    104250   31.762162
    104275   31.357475
    104300   31.235047
    104325   31.359192
    104350   31.934201
    104375   31.579497
    104400   31.516494
    104425   31.831642
    104450   31.984368
    104475   32.314792
    104500   31.726708
    104525   31.147370
    104550   31.642490
    104575   31.541178
    104600   31.427833
    104625   31.572936
    104650   31.323325
    104675   31.887642
    104700   31.750185
    104725   32.476723
    104750   32.309132
    104775   32.156081
    104800   32.212764
    104825   32.243412
    104850   31.926040
    104875   32.514661
    104900   32.149983
    104925   32.197663
    104950   32.091004
    104975   32.181200
    105000   31.942169
    105025   31.788150
    105050   31.399706
    105075   31.554516
    105100   31.814438
    105125   31.492207
    105150   31.803433
    105175   31.913064
    105200   31.680750
    105225   31.464482
    105250   31.592586
    105275   31.810508
    105300   32.162996
    105325   31.537071
    105350   31.900896
    105375   31.818945
    105400   31.920717
    105425   32.752638
    105450   32.669207
    105475   32.401186
    105500   32.471372
    105525   31.776917
    105550   32.159115
    105575   32.934969
    105600   33.032155
    105625   33.059321
    105650   32.846385
    105675   32.792067
    105700   32.906208
    105725   32.630877
    105750   32.821824
    105775   32.668878
    105800   32.196999
    105825   32.523093
    105850   32.580790
    105875   32.962046
    105900   32.659709
    105925   32.805713
    105950   33.161366
    105975   32.975781
    106000   32.968508
    106025   33.255784
    106050   33.138231
    106075   32.526750
    106100   32.371254
    106125   32.435479
    106150   33.024807
    106175   32.043591
    106200   32.390573
    106225   32.074480
    106250   32.699821
    106275   32.974826
    106300   32.926807
    106325   32.928275
    106350   33.321241
    106375   32.992581
    106400   32.904999
    106425   32.874693
    106450   32.872476
    106475   32.884090
    106500   32.838434
    106525   33.089150
    106550   33.258326
    106575   32.560156
    106600   32.387749
    106625   32.288785
    106650   32.167249
    106675   31.984569
    106700   31.531435
    106725   31.662742
    106750   32.440791
    106775   32.394172
    106800   32.230327
    106825   31.731129
    106850   32.275938
    106875   32.315131
    106900   32.391939
    106925   31.880218
    106950   32.516743
    106975   32.426994
    107000   31.994577
    107025   32.603220
    107050   32.242938
    107075   32.631569
    107100   32.671737
    107125   32.204496
    107150   32.472784
    107175   32.480860
    107200   32.771066
    107225   32.568559
    107250   33.152070
    107275   32.835642
    107300   32.556371
    107325   32.518926
    107350   32.349429
    107375   32.954939
    107400   32.594867
    107425   32.286415
    107450   32.537278
    107475   33.015431
    107500   33.140115
    107525   33.092029
    107550   33.484657
    107575   32.997447
    107600   32.758571
    107625   33.577471
    107650   33.456860
    107675   33.120831
    107700   32.877961
    107725   33.257739
    107750   32.905959
    107775   33.255933
    107800   32.980811
    107825   33.109392
    107850   33.558044
    107875   33.263728
    107900   33.462564
    107925   33.023410
    107950   33.494889
    107975   33.299379
    108000   33.353283
    108025   33.414195
    108050   32.895248
    108075   33.582729
    108100   33.215492
    108125   33.029084
    108150   32.494285
    108175   33.167664
    108200   33.023892
    108225   32.987058
    108250   33.253140
    108275   33.026918
    108300   33.961283
    108325   33.166278
    108350   33.075330
    108375   33.029800
    108400   32.953418
    108425   32.647051
    108450   32.928820
    108475   32.736263
    108500   33.036958
    108525   33.126739
    108550   33.125019
    108575   33.612092
    108600   33.404782
    108625   32.685866
    108650   33.052777
    108675   32.732136
    108700   32.938607
    108725   33.400602
    108750   33.611274
    108775   33.444733
    108800   33.641727
    108825   33.015897
    108850   33.403337
    108875   33.278431
    108900   33.269947
    108925   33.319187
    108950   32.904878
    108975   33.866855
    109000   33.011844
    109025   33.031582
    109050   33.299625
    109075   33.324163
    109100   32.896678
    109125   32.675692
    109150   33.151183
    109175   32.407945
    109200   32.692641
    109225   33.436360
    109250   32.799445
    109275   33.687950
    109300   33.540374
    109325   33.385073
    109350   33.712716
    109375   33.641909
    109400   33.017562
    109425   32.967732
    109450   32.989789
    109475   33.616895
    109500   33.574631
    109525   33.701833
    109550   33.194155
    109575   33.245982
    109600   33.052376
    109625   32.318667
    109650   32.156464
    109675   32.770944
    109700   32.201073
    109725   32.301140
    109750   33.004511
    109775   32.233886
    109800   32.292335
    109825   32.787168
    109850   33.099685
    109875   33.197149
    109900   32.639092
    109925   32.587458
    109950   32.941843
    109975   32.777313
    110000   33.229518
    110025   33.076905
    110050   33.078563
    110075   33.232124
    110100   32.991788
    110125   32.867515
    110150   32.498437
    110175   32.334545
    110200   32.635672
    110225   32.311293
    110250   32.524179
    110275   32.307806
    110300   32.325071
    110325   32.763200
    110350   32.150352
    110375   32.854095
    110400   32.753122
    110425   32.548466
    110450   32.327856
    110475   32.224279
    110500   32.496191
    110525   32.543599
    110550   32.170829
    110575   32.158712
    110600   31.959191
    110625   31.494415
    110650   32.826044
    110675   32.204358
    110700   32.453377
    110725   31.967497
    110750   32.062550
    110775   32.033578
    110800   32.048311
    110825   32.308869
    110850   32.231706
    110875   31.538357
    110900   31.976594
    110925   32.123779
    110950   32.077542
    110975   32.213683
    111000   32.286921
    111025   31.974245
    111050   32.063811
    111075   32.235510
    111100   31.526754
    111125   31.859516
    111150   31.638853
    111175   31.895224
    111200   32.112978
    111225   32.143647
    111250   31.628327
    111275   31.494296
    111300   32.081311
    111325   32.075963
    111350   32.233763
    111375   32.281708
    111400   31.812194
    111425   31.620016
    111450   31.125735
    111475   31.223309
    111500   31.364274
    111525   31.568327
    111550   31.780331
    111575   31.360911
    111600   31.492762
    111625   31.935522
    111650   31.184850
    111675   31.474623
    111700   32.198954
    111725   31.995334
    111750   32.110553
    111775   32.042473
    111800   31.518420
    111825   31.299913
    111850   31.542793
    111875   31.566059
    111900   31.307914
    111925   32.024328
    111950   31.561590
    111975   31.885752
    112000   32.014981
    112025   31.258243
    112050   31.189017
    112075   31.375043
    112100   31.578700
    112125   31.399229
    112150   31.481370
    112175   31.507954
    112200   32.064409
    112225   32.287039
    112250   32.268174
    112275   31.966965
    112300   31.882977
    112325   31.579460
    112350   31.126917
    112375   30.800666
    112400   30.693855
    112425   31.154344
    112450   30.646740
    112475   30.931979
    112500   31.275939
    112525   31.433677
    112550   30.508805
    112575   31.035085
    112600   30.744584
    112625   31.373336
    112650   31.165670
    112675   31.486917
    112700   31.210525
    112725   31.131206
    112750   31.808812
    112775   30.982160
    112800   31.640034
    112825   31.430440
    112850   31.416855
    112875   31.570031
    112900   31.906522
    112925   31.674989
    112950   31.985109
    112975   31.984490
    113000   32.040938
    113025   31.869936
    113050   31.514146
    113075   31.792665
    113100   31.531789
    113125   31.971550
    113150   31.384287
    113175   31.727140
    113200   31.996440
    113225   31.880818
    113250   31.743595
    113275   32.131714
    113300   31.732735
    113325   31.282473
    113350   31.310856
    113375   31.571175
    113400   31.800006
    113425   30.867063
    113450   31.321509
    113475   31.627204
    113500   31.728007
    113525   31.292736
    113550   31.666537
    113575   32.110648
    113600   31.462458
    113625   32.015006
    113650   31.730109
    113675   31.528707
    113700   31.329118
    113725   31.919003
    113750   31.718743
    113775   31.998485
    113800   32.214569
    113825   32.058253
    113850   32.555979
    113875   31.927440
    113900   31.667868
    113925   31.809941
    113950   32.180326
    113975   32.036680
    114000   32.032269
    114025   32.270332
    114050   32.178446
    114075   32.387475
    114100   32.157677
    114125   32.086737
    114150   31.996464
    114175   31.865349
    114200   31.808161
    114225   31.886444
    114250   31.916207
    114275   32.174741
    114300   32.204540
    114325   32.594086
    114350   32.909797
    114375   32.651721
    114400   32.694224
    114425   32.671456
    114450   33.199918
    114475   32.265682
    114500   32.079669
    114525   31.896550
    114550   32.344801
    114575   31.966631
    114600   32.346285
    114625   32.336816
    114650   32.388763
    114675   31.903581
    114700   31.892316
    114725   32.243116
    114750   31.805536
    114775   31.820692
    114800   32.188692
    114825   31.564026
    114850   31.295873
    114875   31.523705
    114900   31.028200
    114925   31.304235
    114950   31.669887
    114975   31.839003
    115000   31.704589
    115025   31.313885
    115050   31.256800
    115075   31.598743
    115100   31.617351
    115125   31.756725
    115150   30.958957
    115175   31.447447
    115200   31.817879
    115225   31.765339
    115250   31.984641
    115275   31.788964
    115300   31.287330
    115325   31.296870
    115350   31.801155
    115375   31.904845
    115400   31.956787
    115425   32.948508
    115450   32.132199
    115475   31.877804
    115500   32.176076
    115525   31.897758
    115550   32.098792
    115575   32.397535
    115600   31.966079
    115625   32.671928
    115650   32.067878
    115675   31.604626
    115700   32.422664
    115725   32.173145
    115750   32.142471
    115775   32.152123
    115800   32.099217
    115825   31.651403
    115850   31.475774
    115875   31.722347
    115900   31.787068
    115925   31.605874
    115950   32.164624
    115975   32.312924
    116000   32.574352
    116025   31.916284
    116050   32.012240
    116075   31.883660
    116100   31.721663
    116125   32.942645
    116150   32.614682
    116175   32.215367
    116200   32.658514
    116225   32.389164
    116250   32.523688
    116275   32.290707
    116300   32.074125
    116325   32.115982
    116350   31.669940
    116375   32.402395
    116400   32.434363
    116425   32.095485
    116450   31.677620
    116475   31.748146
    116500   32.117720
    116525   32.526561
    116550   32.807292
    116575   32.195102
    116600   33.184993
    116625   32.634138
    116650   32.938230
    116675   32.097803
    116700   32.161718
    116725   32.119673
    116750   32.128505
    116775   32.448197
    116800   32.327258
    116825   32.464722
    116850   32.516986
    116875   32.647486
    116900   32.289410
    116925   32.197184
    116950   31.992769
    116975   31.849223
    117000   32.087683
    117025   32.057481
    117050   31.915624
    117075   32.269685
    117100   32.116175
    117125   32.006710
    117150   31.250917
    117175   31.487654
    117200   31.987488
    117225   31.571585
    117250   31.815673
    117275   32.167049
    117300   32.104196
    117325   32.320537
    117350   32.347601
    117375   31.551797
    117400   31.597149
    117425   31.491183
    117450   31.485436
    117475   31.680495
    117500   32.239420
    117525   31.778997
    117550   31.349094
    117575   32.149484
    117600   32.020303
    117625   32.312124
    117650   32.425174
    117675   32.384586
    117700   31.881350
    117725   31.848749
    117750   32.000683
    117775   32.066969
    117800   31.959956
    117825   31.942556
    117850   31.558667
    117875   31.524389
    117900   32.102371
    117925   32.239993
    117950   31.801207
    117975   31.548317
    118000   31.676392
    118025   31.353722
    118050   31.353746
    118075   31.730046
    118100   31.667981
    118125   31.635496
    118150   31.314530
    118175   31.346538
    118200   31.495024
    118225   31.372581
    118250   31.614408
    118275   31.899582
    118300   31.745446
    118325   31.898576
    118350   31.318095
    118375   31.628367
    118400   32.190718
    118425   31.769291
    118450   32.299470
    118475   32.166289
    118500   31.805320
    118525   31.867913
    118550   31.373268
    118575   32.268449
    118600   31.566263
    118625   32.260510
    118650   32.747234
    118675   32.200114
    118700   32.456305
    118725   31.491703
    118750   31.950670
    118775   32.031847
    118800   31.826776
    118825   31.672225
    118850   31.728522
    118875   31.983339
    118900   32.332951
    118925   32.294215
    118950   32.223651
    118975   31.807660
    119000   32.409137
    119025   31.940767
    119050   31.980573
    119075   32.765190
    119100   31.949225
    119125   32.823836
    119150   31.884115
    119175   32.591413
    119200   32.203287
    119225   32.377629
    119250   32.041002
    119275   32.039892
    119300   32.054963
    119325   32.103280
    119350   31.467452
    119375   31.427279
    119400   31.663413
    119425   31.659525
    119450   31.787882
    119475   31.887431
    119500   31.735904
    119525   31.757789
    119550   31.404902
    119575   31.729665
    119600   31.802466
    119625   32.177808
    119650   32.035417
    119675   32.525781
    119700   32.031052
    119725   32.243197
    119750   31.608087
    119775   31.318724
    119800   31.977653
    119825   31.432184
    119850   32.125250
    119875   31.820690
    119900   31.306481
    119925   31.107067
    119950   30.866581
    119975   31.237850
    120000   30.944767
    120025   31.444495
    120050   31.004095
    120075   30.732474
    120100   31.232251
    120125   30.658086
    120150   30.912185
    120175   31.392574
    120200   31.451701
    120225   31.053561
    120250   31.085941
    120275   30.397322
    120300   31.100616
    120325   30.738804
    120350   30.870473
    120375   31.233606
    120400   30.816409
    120425   30.732466
    120450   31.212570
    120475   30.943249
    120500   30.890676
    120525   31.365631
    120550   31.083205
    120575   30.777400
    120600   30.376834
    120625   30.755348
    120650   30.567131
    120675   30.005040
    120700   30.186700
    120725   30.177162
    120750   29.563985
    120775   30.317337
    120800   30.044782
    120825   30.277216
    120850   30.155055
    120875   30.082127
    120900   30.258853
    120925   29.956506
    120950   29.544964
    120975   30.009968
    121000   29.834812
    121025   30.084536
    121050   30.523740
    121075   30.421755
    121100   30.591594
    121125   31.015025
    121150   30.946012
    121175   31.024670
    121200   30.961698
    121225   30.978518
    121250   31.374242
    121275   30.364601
    121300   30.808628
    121325   31.271080
    121350   30.979420
    121375   30.658171
    121400   30.578137
    121425   30.338898
    121450   30.288913
    121475   30.181450
    121500   29.598202
    121525   30.675251
    121550   30.426927
    121575   30.849686
    121600   30.846192
    121625   30.286133
    121650   30.919070
    121675   30.325653
    121700   31.010318
    121725   30.974574
    121750   30.462860
    121775   30.642266
    121800   30.762275
    121825   30.242434
    121850   29.841822
    121875   29.960135
    121900   30.118867
    121925   30.401507
    121950   30.496413
    121975   30.171709
    122000   30.470351
    122025   29.872792
    122050   29.812869
    122075   29.805001
    122100   29.830752
    122125   29.864482
    122150   30.041071
    122175   29.443078
    122200   29.278126
    122225   29.659188
    122250   29.725444
    122275   29.622193
    122300   29.769568
    122325   30.399775
    122350   29.959108
    122375   29.648042
    122400   30.026768
    122425   30.095446
    122450   29.502783
    122475   30.072021
    122500   29.898047
    122525   29.717302
    122550   29.581985
    122575   29.278147
    122600   29.469562
    122625   29.754485
    122650   30.534785
    122675   29.613245
    122700   30.450700
    122725   30.476328
    122750   30.120464
    122775   29.812314
    122800   30.508010
    122825   30.027146
    122850   30.916108
    122875   30.792096
    122900   30.489942
    122925   30.279798
    122950   30.342260
    122975   29.966201
    123000   29.858575
    123025   30.376237
    123050   30.270974
    123075   30.381679
    123100   30.735696
    123125   30.083979
    123150   30.253215
    123175   30.418918
    123200   30.206706
    123225   30.528973
    123250   29.910140
    123275   29.799487
    123300   30.229521
    123325   30.230035
    123350   30.516767
    123375   30.529200
    123400   30.351845
    123425   30.444301
    123450   30.714117
    123475   30.954223
    123500   30.670735
    123525   30.636246
    123550   29.970448
    123575   30.281433
    123600   30.651623
    123625   30.739287
    123650   30.493515
    123675   30.013847
    123700   30.107945
    123725   30.633904
    123750   30.558334
    123775   31.218359
    123800   31.047791
    123825   30.625984
    123850   30.677452
    123875   31.095535
    123900   30.972270
    123925   30.704273
    123950   31.002554
    123975   31.080065
    124000   31.656741
    124025   30.716393
    124050   31.203938
    124075   31.348660
    124100   31.626662
    124125   31.946600
    124150   31.918836
    124175   31.339171
    124200   31.786454
    124225   31.167436
    124250   31.622093
    124275   31.361849
    124300   31.589494
    124325   31.077450
    124350   31.528590
    124375   31.890154
    124400   31.408922
    124425   31.327729
    124450   31.229226
    124475   31.083801
    124500   31.182005
    124525   31.191749
    124550   31.605582
    124575   31.603675
    124600   31.401608
    124625   31.675701
    124650   31.516829
    124675   31.183574
    124700   31.694068
    124725   31.928781
    124750   31.585552
    124775   31.953626
    124800   32.352813
    124825   32.010121
    124850   31.401283
    124875   31.490944
    124900   31.708640
    124925   31.677052
    124950   31.645643
    124975   31.779211
    125000   31.622218
    125025   31.123610
    125050   31.667949
    125075   30.864599
    125100   31.512104
    125125   31.027689
    125150   31.282924
    125175   31.570537
    125200   31.657542
    125225   31.880608
    125250   31.473017
    125275   31.331821
    125300   31.732997
    125325   31.588039
    125350   31.437554
    125375   31.315971
    125400   30.853707
    125425   31.534940
    125450   31.114030
    125475   30.850326
    125500   30.788579
    125525   31.313479
    125550   31.425290
    125575   31.351737
    125600   31.398855
    125625   31.739551
    125650   31.766448
    125675   31.253497
    125700   31.409617
    125725   31.317990
    125750   31.503699
    125775   31.042731
    125800   31.007443
    125825   31.492067
    125850   30.935293
    125875   30.888886
    125900   30.793095
    125925   30.258659
    125950   30.111450
    125975   30.087230
    126000   29.875292
    126025   30.410611
    126050   29.916944
    126075   30.431558
    126100   29.992703
    126125   30.155637
    126150   30.581244
    126175   30.449836
    126200   31.134377
    126225   30.567725
    126250   30.668310
    126275   31.049152
    126300   31.532747
    126325   31.365256
    126350   31.262361
    126375   31.008612
    126400   31.121299
    126425   31.487568
    126450   31.625202
    126475   31.956434
    126500   32.531954
    126525   31.584776
    126550   31.774303
    126575   32.237223
    126600   31.530782
    126625   31.592275
    126650   31.963797
    126675   31.323234
    126700   31.037458
    126725   30.967346
    126750   31.947668
    126775   31.756074
    126800   31.627308
    126825   32.319753
    126850   32.419644
    126875   32.505192
    126900   31.867578
    126925   31.334153
    126950   31.797832
    126975   30.820808
    127000   32.058617
    127025   31.301839
    127050   31.546155
    127075   31.123613
    127100   31.021840
    127125   30.863044
    127150   31.333159
    127175   30.942428
    127200   30.871729
    127225   31.091922
    127250   30.778520
    127275   30.887912
    127300   30.727651
    127325   30.886920
    127350   31.312810
    127375   31.097919
    127400   30.986618
    127425   30.833892
    127450   30.794339
    127475   31.279421
    127500   31.531001
    127525   31.297844
    127550   31.584400
    127575   31.347149
